frag_id,charge,spin_multiplicity,fragment
frag1059,0,1,[H]O/C([H])=C(\[H])[C-]([H])[O+]([H])O[H]
frag1060,0,1,[H]O/C([H])=C(/[H])[C-]([H])[O+]([H])O[H]
frag1061,0,1,[H]O/C([H])=C(\[H])[C-]([H])O[O+]([H])[H]
frag1062,0,1,[H]O/C([H])=C(/[H])[C-]([H])O[O+]([H])[H]
frag1063,0,2,[H][C-]1[O+]([H])[O+]([O-])[C-]([H])C1([H])[H]
frag1064,0,2,[H][C+]([H])C([H])([H])[o+]1o[o+]1[H]
frag1065,0,2,[H][C-3]
frag1066,0,2,[H][o+]1o[o+]1C([H])([H])C([H])([H])[C-3]
frag1067,0,1,[H]O[O+](O[C-]([H])[H])C([H])=C([H])[H]
frag1068,0,1,[H]C[O+]([H])[O+]([O-])C([H])([H])[C-]([H])[H]
frag1069,0,1,[H]C([H])=C([H])[O+]([H])[O+]([O-])[C-]([H])[H]
frag1070,0,1,[H][C-]([H])C([H])([H])[C-]([H])[O+]([H])[O+]=O
frag1071,0,1,[H]O[O+]([O+]=[C-2])C([H])([H])C([H])([H])[H]
frag1072,0,1,[H]O[O+](/[O+]=[C-]/C([H])([H])[H])[C-]([H])[H]
frag1073,0,1,[H]O[O+](/[O+]=[C-]\C([H])([H])[H])[C-]([H])[H]
frag1074,0,2,[H]/[C-]=[O+]/[O+]1C([H])([H])C1([H])[H]
frag1075,0,2,[H]/[C-]=[O+]\[O+]1C([H])([H])C1([H])[H]
frag1076,0,2,[H]C1=[O+][O+]([C-]([H])[H])C1([H])[H]
frag1077,0,1,[H]/[C-]=[O+]/[O+](O[H])[C-]([H])C([H])([H])[H]
frag1078,0,1,[H]/[C-]=[O+]\[O+](O[H])[C-]([H])C([H])([H])[H]
frag1079,0,1,[H]/[C-]=[O+]/O[O+]([H])C([H])([H])[C-]([H])[H]
frag1080,0,1,[H]/[C-]=[O+]\O[O+]([H])C([H])([H])[C-]([H])[H]
frag1081,0,1,[H]/[C-]=[O+]/OC([H])([H])C([H])([H])O[H]
frag1082,0,1,[H]/[C-]=[O+]\OC([H])([H])C([H])([H])O[H]
frag1083,0,1,[H]OC([H])([H])/C([H])=[O+]/O[C-]([H])[H]
frag1084,0,1,[H]OC([H])([H])/C([H])=[O+]\O[C-]([H])[H]
frag1085,0,1,[H]/[C-]=[O+]/[O+]([O-])C([H])([H])C([H])([H])[H]
frag1086,0,1,[H]/[C-]=[O+]\[O+]([O-])C([H])([H])C([H])([H])[H]
frag1087,0,1,[H]/C(=[O+]\[O+]([O-])[C-]([H])[H])C([H])([H])[H]
frag1088,0,1,[H]/C(=[O+]/[O+]([O-])[C-]([H])[H])C([H])([H])[H]
frag1089,0,1,[H]O[O+](O[C-]=C([H])[H])C([H])([H])[H]
frag1090,0,1,[H]OO/[O+]=[C-]/C([H])([H])C([H])([H])[H]
frag1091,0,1,[H]OO/[O+]=[C-]\C([H])([H])C([H])([H])[H]
frag1092,0,1,[H]O[O+]1O[C-]=C([H])C1([H])[H]
frag1093,0,1,[H]O[O+]([H])/[O+]=[C-]/C([H])([H])[C-]([H])[H]
frag1094,0,1,[H]O[O+]([H])/[O+]=[C-]\C([H])([H])[C-]([H])[H]
frag1095,0,2,[H][O+]1[O+]=[C-]C([H])([H])C1([H])[H]
frag1096,0,1,[H]O[O+]1[O+]=[C-]C([H])([H])[C-]1[H]
frag1097,0,1,[H][C-]([H])C([H])([H])/[C-]=[O+]/O[O+]([H])[H]
frag1098,0,1,[H][C-]([H])C([H])([H])/[C-]=[O+]\O[O+]([H])[H]
frag1099,0,1,[H]C1([H])[C-]=[O+]OC1([H])[H]
frag1100,0,1,[H]C1([H])[C-]=[O+][O+]([O-])C1([H])[H]
frag1101,0,1,[H]/[C-]=C(\[H])O[O+](O[H])C([H])([H])[H]
frag1102,0,1,[H]/[C-]=C(/[H])O[O+](O[H])C([H])([H])[H]
frag1103,0,1,[H]OOO/C([H])=C(\[H])C([H])([H])[H]
frag1104,0,1,[H]OOO/C([H])=C(/[H])C([H])([H])[H]
frag1105,0,2,[H][O+]1[O+]([O-])C1([H])[H]
frag1106,0,1,[H]C([H])=C([H])OO[O+]([H])[C-]([H])[H]
frag1107,0,1,[H]OC([H])([H])OOC([H])=C([H])[H]
frag1108,0,1,[H]C([H])=C([H])O[O+]([O-])C([H])([H])[H]
frag1109,0,1,[H]/C(=[O+]\O[O-])C([H])([H])C([H])([H])[H]
frag1110,0,1,[H]/C(=[O+]/O[O-])C([H])([H])C([H])([H])[H]
frag1111,0,1,[H]O[O+]1OC([H])=[C-]C1([H])[H]
frag1112,0,1,[H]O[O+]([H])O/C([H])=C(\[H])[C-]([H])[H]
frag1113,0,1,[H]O[O+]([H])O/C([H])=C(/[H])[C-]([H])[H]
frag1114,0,2,[H]C1=C([H])C([H])([H])[O+]([H])O1
frag1115,0,1,[H]O[O+]1OC([H])=C([H])[C-]1[H]
frag1116,0,1,[H]/[C-]=C(\[H])C([H])([H])[O+]([O-])[O+]([H])[H]
frag1117,0,1,[H]/[C-]=C(/[H])C([H])([H])[O+]([O-])[O+]([H])[H]
frag1118,0,1,[H]/C(OO[O+]([H])[H])=C(/[H])[C-]([H])[H]
frag1119,0,1,[H]/C(OO[O+]([H])[H])=C(\[H])[C-]([H])[H]
frag1120,0,1,[H]C1=C([H])C([H])([H])OO1
frag1121,0,1,[H]C1=C([H])C([H])([H])[O+]([O-])O1
frag1122,0,1,[H]C1=[O+]O[C-]([H])C1([H])[H]
frag1123,0,1,[H]C1=[O+][O+]([O-])[C-]([H])C1([H])[H]
frag1124,0,1,[H]O/[O+]=[C-]/C([H])([H])[C-]([H])[O+]([H])[H]
frag1125,0,1,[H]O/[O+]=[C-]\C([H])([H])[C-]([H])[O+]([H])[H]
frag1126,0,1,[H]/[C-]=[O+]/[O+]([H])[O+]([H])[C-]([H])[C-]([H])[H]
frag1127,0,1,[H]/[C-]=[O+]\[O+]([H])[O+]([H])[C-]([H])[C-]([H])[H]
frag1128,0,1,[H]CC([H])([H])[C-]([H])[O+]([H])[O+]([H])[O-]
frag1129,0,1,[H]/C(=[O+]\[O-])C([H])([H])[C-]([H])[O+]([H])[H]
frag1130,0,1,[H]/C(=[O+]/[O-])C([H])([H])[C-]([H])[O+]([H])[H]
frag1131,0,1,[H]/[C-]=[O+]/[O+]([H])C([H])([H])[C-]([H])O[H]
frag1132,0,1,[H]/[C-]=[O+]\[O+]([H])C([H])([H])[C-]([H])O[H]
frag1133,0,1,[H]/[O+]=C(\[H])C([H])([H])[C-]([H])[O+]([H])[O-]
frag1134,0,1,[H]/[O+]=C(/[H])C([H])([H])[C-]([H])[O+]([H])[O-]
frag1135,0,1,[H]O[C-]([H])C([H])([H])/[C-]=[O+]/[O+]([H])[H]
frag1136,0,1,[H]O[C-]([H])C([H])([H])/[C-]=[O+]\[O+]([H])[H]
frag1137,0,1,[H]C([H])=C([H])[O+]([H])OO[C-]([H])[H]
frag1138,0,1,[H][O+](OC([H])([H])C([H])([H])[H])[O+]=[C-2]
frag1139,0,1,[H][C-]([H])O[O+]([H])/[O+]=[C-]/C([H])([H])[H]
frag1140,0,1,[H][C-]([H])O[O+]([H])/[O+]=[C-]\C([H])([H])[H]
frag1141,0,1,[H]O/[O+]=C(\[H])C([H])([H])O[C-]([H])[H]
frag1142,0,1,[H]O/[O+]=C(/[H])C([H])([H])O[C-]([H])[H]
frag1143,0,1,[H]/[C-]=[O+]/[O+]([H])O[C-]([H])C([H])([H])[H]
frag1144,0,1,[H]/[C-]=[O+]\[O+]([H])O[C-]([H])C([H])([H])[H]
frag1145,0,1,[H]C1=[O+][O+]([H])C1([H])[H]
frag1146,0,1,[H][C-]([H])[O-]
frag1147,0,1,[H]/[C-]=[O+]/OOC([H])([H])C([H])([H])[H]
frag1148,0,1,[H]/[C-]=[O+]\OOC([H])([H])C([H])([H])[H]
frag1149,0,1,[H]/C(=[O+]\OO[C-]([H])[H])C([H])([H])[H]
frag1150,0,1,[H]/C(=[O+]/OO[C-]([H])[H])C([H])([H])[H]
frag1151,0,1,[H]C([H])=[C-]O[O+]([H])OC([H])([H])[H]
frag1152,0,1,[H][O+]([O-])/[O+]=[C-]/C([H])([H])C([H])([H])[H]
frag1153,0,1,[H][O+]([O-])/[O+]=[C-]\C([H])([H])C([H])([H])[H]
frag1154,0,1,[H]C1=[C-]O[O+]([H])OC1([H])[H]
frag1155,0,1,[H][C-]1O[O+]([H])[O+]=[C-]C1([H])[H]
frag1156,0,1,[H]C1([H])[C-]=[O+]OOC1([H])[H]
frag1157,0,1,[H]/[C-]=C(\[H])O[O+]([H])OC([H])([H])[H]
frag1158,0,1,[H]/[C-]=C(/[H])O[O+]([H])OC([H])([H])[H]
frag1159,0,1,[H]/C(O[O+]([H])[O-])=C(/[H])C([H])([H])[H]
frag1160,0,1,[H]/C(O[O+]([H])[O-])=C(\[H])C([H])([H])[H]
frag1161,0,1,[H]C([H])=C([H])OOOC([H])([H])[H]
frag1162,0,1,[H]C1=[C-]C([H])([H])O[O+]([H])O1
frag1163,0,1,[H]/[C-]=C(\[H])C([H])([H])[O+]([H])[O+]([H])[O-]
frag1164,0,1,[H]/[C-]=C(/[H])C([H])([H])[O+]([H])[O+]([H])[O-]
frag1165,0,1,[H]c1o[o+]([H])o[c-]([H])c1[H]
frag1166,0,1,[H]C1=C([H])C([H])([H])OOO1
frag1167,0,1,[H]O/[O+]=C(\[H])C([H])([H])[C-]([H])O[H]
frag1168,0,1,[H]O/[O+]=C(/[H])C([H])([H])[C-]([H])O[H]
frag1169,0,1,[H]/C(=[O+]\[O+]([H])[H])C([H])([H])[C-]([H])[O-]
frag1170,0,1,[H]/C(=[O+]/[O+]([H])[H])C([H])([H])[C-]([H])[O-]
frag1171,0,1,[H]C1=[O+]OO[C-]([H])C1([H])[H]
frag1172,0,1,[H]/[O+]=C(\[H])C([H])([H])[O+]([O-])[C-]([H])[H]
frag1173,0,1,[H]/[O+]=C(/[H])C([H])([H])[O+]([O-])[C-]([H])[H]
frag1174,0,1,[H]/[O+]=C(\[H])C([H])([H])OO[C-]([H])[H]
frag1175,0,1,[H]/[O+]=C(/[H])C([H])([H])OO[C-]([H])[H]
frag1176,0,2,[H]C([H])([H])[C-]=O
frag1177,0,1,[H]O[O+](C([H])([H])[H])C([H])([H])[C-]=O
frag1178,0,1,[H]O[O+]1C([H])([H])[C@]1([H])[C-]=O
frag1179,0,1,[H]O[O+]1C([H])([H])[C@@]1([H])[C-]=O
frag1180,0,1,[H]O[O+](/C([H])=C(\[H])[O-])C([H])([H])[H]
frag1181,0,1,[H]O[O+](/C([H])=C(/[H])[O-])C([H])([H])[H]
frag1182,0,1,[H]CC([H])([H])[O+]1[O+]([H])C1([H])[H]
frag1183,0,1,[H]OC([H])([H])OC([H])([H])C([H])=O
frag1184,0,1,[H]C(=O)C([H])([H])[O+]([O-])C([H])([H])[H]
frag1185,0,1,[H]O[O+]1/C(=C(\[H])[O-])C1([H])[H]
frag1186,0,1,[H]O[O+]1/C(=C(/[H])[O-])C1([H])[H]
frag1187,0,2,[H]C(=O)[C@]1([H])[O+]([H])C1([H])[H]
frag1188,0,2,[H]C(=O)[C@@]1([H])[O+]([H])C1([H])[H]
frag1189,0,1,[H]O[O+]1[C-]([H])[C@]1([H])C([H])=O
frag1190,0,1,[H]O[O+]1[C-]([H])[C@@]1([H])C([H])=O
frag1191,0,1,[H]C[C@]1([H])[O+]([O+]([H])[H])C1([H])[H]
frag1192,0,1,[H]C[C@@]1([H])[O+]([O+]([H])[H])C1([H])[H]
frag1193,0,1,[H]C(=O)[C@]1([H])[O+]([O-])C1([H])[H]
frag1194,0,1,[H]C(=O)[C@@]1([H])[O+]([O-])C1([H])[H]
frag1195,0,2,[H][O+]1O[C@]1([H])C([H])([H])[H]
frag1196,0,2,[H][O+]1O[C@@]1([H])C([H])([H])[H]
frag1197,0,1,[H][O+](OC([H])([H])[H])C([H])([H])[C-]=O
frag1198,0,1,[H][O+]1OC([H])([H])[C@]1([H])[C-]=O
frag1199,0,1,[H][O+]1OC([H])([H])[C@@]1([H])[C-]=O
frag1200,0,1,[H]/C([O-])=C(/[H])[O+]([H])OC([H])([H])[H]
frag1201,0,1,[H]/C([O-])=C(\[H])[O+]([H])OC([H])([H])[H]
frag1202,0,1,[H]C(=O)[C@]([H])([O+]([H])[O-])C([H])([H])[H]
frag1203,0,1,[H]C(=O)[C@@]([H])([O+]([H])[O-])C([H])([H])[H]
frag1204,0,1,[H]C(=O)C([H])([H])[O+]([H])C([H])([H])[O-]
frag1205,0,1,[H]C(=O)C([H])([H])OOC([H])([H])[H]
frag1206,0,1,[H]/C([O-])=C1\[O+]([H])OC1([H])[H]
frag1207,0,1,[H]/C([O-])=C1/[O+]([H])OC1([H])[H]
frag1208,0,1,[H]C[C@]1([H])[O+]([H])[O+]([H])C1([H])[H]
frag1209,0,1,[H]C[C@@]1([H])[O+]([H])[O+]([H])C1([H])[H]
frag1210,0,1,[H]OC([H])([H])[C@@]([H])(O[H])C([H])=O
frag1211,0,1,[H]OC([H])([H])[C@]([H])(O[H])C([H])=O
frag1212,0,1,[H]C(=O)[C@@]1([H])[C-]([H])O[O+]1[H]
frag1213,0,1,[H]C(=O)[C@]1([H])[C-]([H])O[O+]1[H]
frag1214,0,1,[H]C(=O)[C@]([H])([O+]([H])[H])C([H])([H])[O-]
frag1215,0,1,[H]C(=O)[C@@]([H])([O+]([H])[H])C([H])([H])[O-]
frag1216,0,1,[H]C(=O)[C@]1([H])OOC1([H])[H]
frag1217,0,1,[H]C(=O)[C@@]1([H])OOC1([H])[H]
frag1218,0,1,[H]C([H])=[C-][O-]
frag1219,0,1,[H][O+]1[O+]([H])C1([H])[H]
frag1220,0,1,[H]/C(=[C-]\[O-])C([H])([H])[O+]([H])[O+]([H])[H]
frag1221,0,1,[H]/C(=[C-]/[O-])C([H])([H])[O+]([H])[O+]([H])[H]
frag1222,0,1,[H][O+]1O[C@]1([H])C([H])([H])[C-]=O
frag1223,0,1,[H][O+]1O[C@@]1([H])C([H])([H])[C-]=O
frag1224,0,1,[H]/C([O-])=C(/[H])[C@@]1([H])O[O+]1[H]
frag1225,0,1,[H]/C([O-])=C(/[H])[C@]1([H])O[O+]1[H]
frag1226,0,1,[H]/C([O-])=C(\[H])[C@@]1([H])O[O+]1[H]
frag1227,0,1,[H]/C([O-])=C(\[H])[C@]1([H])O[O+]1[H]
frag1228,0,1,[H]CC([H])([H])C1([H])[O+]([H])[O+]1[H]
frag1229,0,1,[H]C(=O)C([H])([H])[c-]1o[o+]1[H]
frag1230,0,1,[H]C(=O)C([H])([H])C1([H])OO1
frag1231,0,1,[H]/C([O-])=[C-]\C([H])([H])[O+]([H])[O+]([H])[H]
frag1232,0,1,[H]/C([O-])=[C-]/C([H])([H])[O+]([H])[O+]([H])[H]
frag1233,0,1,[H]/C(=C(/[H])[O+]([H])[O+]([H])[H])[C-]([H])[O-]
frag1234,0,1,[H]/C(=C(\[H])[O+]([H])[O+]([H])[H])[C-]([H])[O-]
frag1235,0,1,[H]C([H])=[C-2]
frag1236,0,1,[H]/[O+]=[O+]/C([H])([H])C([H])=[C-2]
frag1237,0,1,[H]/[O+]=[O+]\C([H])([H])C([H])=[C-2]
frag1238,0,1,[H]/[O+]=[O+]/[C+]([H])C([H])([H])[C-3]
frag1239,0,1,[H]/[O+]=[O+]\[C+]([H])C([H])([H])[C-3]
frag1240,0,1,[H]C([H])=[O+][OH2+]
frag1241,0,1,[H]/[C-]=C(\[H])[C+]([H])[H]
frag1242,0,1,[H]/[C-]=C(/[H])[C+]([H])[H]
frag1243,0,1,[H]/[C-]=C(\[H])C([H])([H])[O+]=O
frag1244,0,1,[H]/[C-]=C(/[H])C([H])([H])[O+]=O
frag1245,0,1,[H]CC([H])([H])C[H]
frag1246,0,2,[H]C(=C=O)C([H])([H])[O-]
frag1247,0,2,[H]/[O+]=[O+]/[C-3]
frag1248,0,2,[H]/[O+]=[O+]\[C-3]
frag1249,0,2,[H]C(=O)/C([H])=C(\[H])[O-]
frag1250,0,2,[H]C(=O)/C([H])=C(/[H])[O-]
frag1251,0,2,[H]C(=O)C([H])([H])[C-3]
frag1252,0,1,[H]O[O+]1C([H])([H])[C@@]1([H])O[C-]([H])[H]
frag1253,0,1,[H]O[O+]1C([H])([H])[C@]1([H])O[C-]([H])[H]
frag1254,0,1,[H]O[O+]1C([H])([H])[C@]1(O[H])[C-]([H])[H]
frag1255,0,1,[H]O[O+]1C([H])([H])[C@@]1(O[H])[C-]([H])[H]
frag1256,0,1,[H]OOC1(O[H])C([H])([H])C1([H])[H]
frag1257,0,1,[H]O[O+]([O-])C1([H])C([H])([H])C1([H])[H]
frag1258,0,1,[H]O[O+]1[C@]([H])(O[H])[C@]1([H])[C-]([H])[H]
frag1259,0,1,[H]O[O+]1[C@@]([H])([C-]([H])[H])[C@]1([H])O[H]
frag1260,0,1,[H]O[O+]1[C@]([H])(O[H])[C@@]1([H])[C-]([H])[H]
frag1261,0,1,[H]O[O+]1[C@@]([H])(O[H])[C@@]1([H])[C-]([H])[H]
frag1262,0,1,[H]O[O+]1C([H])([H])[C@]1([O-])C([H])([H])[H]
frag1263,0,1,[H]O[O+]1C([H])([H])[C@@]1([O-])C([H])([H])[H]
frag1264,0,1,[H]O[O+]1[C@]([H])([O-])[C@]1([H])C([H])([H])[H]
frag1265,0,1,[H]O[O+]1[C@@]([H])(C([H])([H])[H])[C@]1([H])[O-]
frag1266,0,1,[H]O[O+]1[C@]([H])([O-])[C@@]1([H])C([H])([H])[H]
frag1267,0,1,[H]O[O+]1[C@@]([H])([O-])[C@@]1([H])C([H])([H])[H]
frag1268,0,1,[H][O+]1[O+]2C([H])([H])[C@@]2([H])C1([H])[H]
frag1269,0,1,[H][O+]1[O+]2C([H])([H])[C@]2([H])C1([H])[H]
frag1270,0,1,[H]O[O+]([H])C1([O-])C([H])([H])C1([H])[H]
frag1271,0,1,[H]O[O+]1[C@@]2([H])C([H])([H])[C@]12[O-]
frag1272,0,1,[H]O[O+]1[C@@]2([H])C([H])([H])[C@@]12[O-]
frag1273,0,1,[H]O[O+]1[C@@]2([O-])C([H])([H])[C@@]12[H]
frag1274,0,1,[H]O[O+]1[C@]2([H])C([H])([H])[C@@]12[O-]
frag1275,0,1,[H][O+]([H])OC1([O-])C([H])([H])C1([H])[H]
frag1276,0,1,[H][O+]([H])[O+]1[C@@]2([H])C([H])([H])[C@@]12[H]
frag1277,0,1,[H][O+]([H])[O+]1[C@@]2([H])C([H])([H])[C@]12[H]
frag1278,0,1,[H][O+]([H])[O+]1[C@]2([H])C([H])([H])[C@@]12[H]
frag1279,0,1,[H]OOC1([H])C([H])([H])OC1([H])[H]
frag1280,0,1,[H]O[O+]1OC([H])([H])[C@]1([H])[C-]([H])[H]
frag1281,0,1,[H]O[O+]1OC([H])([H])[C@@]1([H])[C-]([H])[H]
frag1282,0,1,[H][O+]1O[C@]([H])(C([H])([H])[O-])C1([H])[H]
frag1283,0,1,[H][O+]1O[C@@]([H])(C([H])([H])[O-])C1([H])[H]
frag1284,0,1,[H][C-]([H])O[C@@]1([H])[O+]([H])OC1([H])[H]
frag1285,0,1,[H][C-]([H])O[C@]1([H])[O+]([H])OC1([H])[H]
frag1286,0,1,[H]O[C@@]1([C-]([H])[H])[O+]([H])OC1([H])[H]
frag1287,0,1,[H]O[C@]1([C-]([H])[H])[O+]([H])OC1([H])[H]
frag1288,0,1,[H]OC1([O+]([H])[O-])C([H])([H])C1([H])[H]
frag1289,0,1,[H][O+](O[O-])C1([H])C([H])([H])C1([H])[H]
frag1290,0,1,[H]O[C@@]1([H])[O+]([H])O[C@@]1([H])[C-]([H])[H]
frag1291,0,1,[H]O[C@]1([H])[O+]([H])O[C@@]1([H])[C-]([H])[H]
frag1292,0,1,[H]O[C@@]1([H])[O+]([H])O[C@]1([H])[C-]([H])[H]
frag1293,0,1,[H]O[C@]1([H])[O+]([H])O[C@]1([H])[C-]([H])[H]
frag1294,0,1,[H][O+]1OC([H])([H])[C@]1([O-])C([H])([H])[H]
frag1295,0,1,[H][O+]1OC([H])([H])[C@@]1([O-])C([H])([H])[H]
frag1296,0,1,[H][O+]1[O+]2C([H])([H])C1([H])C2([H])[H]
frag1297,0,1,[H][O+]1O[C@@]([H])(C([H])([H])[H])[C@@]1([H])[O-]
frag1298,0,1,[H][O+]1O[C@@]([H])(C([H])([H])[H])[C@]1([H])[O-]
frag1299,0,1,[H][O+]1O[C@]([H])(C([H])([H])[H])[C@@]1([H])[O-]
frag1300,0,1,[H][O+]1O[C@]([H])(C([H])([H])[H])[C@]1([H])[O-]
frag1301,0,1,[H][O+]1O[C@@]2([H])C([H])([H])[C@]12[O-]
frag1302,0,1,[H][O+]1O[C@@]2([H])C([H])([H])[C@@]12[O-]
frag1303,0,1,[H][O+]1O[C@]2([H])C([H])([H])[C@]12[O-]
frag1304,0,1,[H][O+]1O[C@]2([H])C([H])([H])[C@@]12[O-]
frag1305,0,1,[H][O+]1[O+]([H])[C@]2([H])C([H])([H])[C@]12[H]
frag1306,0,1,[H][O+]1[O+]([H])[C@@]2([H])C([H])([H])[C@]12[H]
frag1307,0,1,[H][O+]1[O+]([H])[C@]2([H])C([H])([H])[C@@]12[H]
frag1308,0,1,[H]OOC([H])([H])[C-]1[O+]([H])C1([H])[H]
frag1309,0,2,[H]C1([H])[O+]2C([H])([H])C21[H]
frag1310,0,2,[H][O+]1[C@]2([H])C([H])([H])[C@@]12[H]
frag1311,0,2,[H][O+]1[C@@]2([H])C([H])([H])[C@@]12[H]
frag1312,0,2,[H][O+]1[C@@]2([H])C([H])([H])[C@]12[H]
frag1313,0,1,[H]O[O+]1[O+]([C-]([H])[H])[C-]([H])C1([H])[H]
frag1314,0,1,[H]OO[O+]1C([H])([H])[C@@]1([H])[C-]([H])[H]
frag1315,0,1,[H]OO[O+]1C([H])([H])[C@]1([H])[C-]([H])[H]
frag1316,0,2,[H]C1([H])O[O+]2C([H])([H])[C@]21[H]
frag1317,0,2,[H]C1([H])O[O+]2C([H])([H])[C@@]21[H]
frag1318,0,1,[H]OO[C@]1([H])[C-]([H])[O+]([H])C1([H])[H]
frag1319,0,1,[H]OO[C@@]1([H])[C-]([H])[O+]([H])C1([H])[H]
frag1320,0,1,[H]OO[C-]([H])[C@@]1([H])[O+]([H])C1([H])[H]
frag1321,0,1,[H]OO[C-]([H])[C@]1([H])[O+]([H])C1([H])[H]
frag1322,0,1,[H][C-]([H])[O+]1[C-]([H])C([H])([H])O[O+]1[H]
frag1323,0,1,[H][C-]([H])[C@@]1([H])[O+]([O+]([H])[O-])C1([H])[H]
frag1324,0,1,[H][C-]([H])[C@]1([H])[O+]([O+]([H])[O-])C1([H])[H]
frag1325,0,1,[H][O+]1C([H])([H])[C@@]1([H])C([H])([H])O[O-]
frag1326,0,1,[H][O+]1C([H])([H])[C@]1([H])C([H])([H])O[O-]
frag1327,0,1,[H][C-]1OC([H])([H])[O+]([H])OC1([H])[H]
frag1328,0,1,[H]O[O+]([H])C([H])([H])[C-]1OC1([H])[H]
frag1329,0,1,[H][O+]([H])OC([H])([H])[C-]1OC1([H])[H]
frag1330,0,1,[H][O+]([O-])C([H])([H])[C@@]1([H])OC1([H])[H]
frag1331,0,1,[H][O+]([O-])C([H])([H])[C@]1([H])OC1([H])[H]
frag1332,0,1,[H]C1([H])[C@@]2([H])O[C@]12[H]
frag1333,0,1,[H]C1([H])[C@]2([H])O[C@]12[H]
frag1334,0,1,[H]C1([H])[C@]2([H])O[C@@]12[H]
frag1335,0,1,[H]OOC1([H])[C@@]2([H])O[C@]12[H]
frag1336,0,1,[H]OO[C@@]1([H])[C@@]2([H])O[C@@]12[H]
frag1337,0,1,[H]OO[C@]1([H])[C@@]2([H])O[C@]21[H]
frag1338,0,1,[H]OOC1([H])[C@]2([H])O[C@@]12[H]
frag1339,0,1,[H]O[O+]([H])[C@]1([H])[C-]([H])OC1([H])[H]
frag1340,0,1,[H]O[O+]([H])[C@@]1([H])[C-]([H])OC1([H])[H]
frag1341,0,1,[H]O[O+]([H])[C-]([H])[C@@]1([H])OC1([H])[H]
frag1342,0,1,[H]O[O+]([H])[C-]([H])[C@]1([H])OC1([H])[H]
frag1343,0,1,[H][C-]1OC([H])([H])[C@]1([H])O[O+]([H])[H]
frag1344,0,1,[H][C-]1OC([H])([H])[C@@]1([H])O[O+]([H])[H]
frag1345,0,1,[H][C-](O[O+]([H])[H])[C@@]1([H])OC1([H])[H]
frag1346,0,1,[H][C-](O[O+]([H])[H])[C@]1([H])OC1([H])[H]
frag1347,0,1,[H]O[O+]1[O+]([H])[C-]([C-]([H])[H])C1([H])[H]
frag1348,0,1,[H]OO[O+]([H])[C-]1C([H])([H])C1([H])[H]
frag1349,0,1,[H]OO[C@]1([H])[C-]([O+]([H])[H])C1([H])[H]
frag1350,0,1,[H]OO[C@@]1([H])[C-]([O+]([H])[H])C1([H])[H]
frag1351,0,1,[H][C-]([H])[C-]1[O+]([H])[O+]([H])OC1([H])[H]
frag1352,0,1,[H][O+]([O-])[O+]([H])[C-]1C([H])([H])C1([H])[H]
frag1353,0,1,[H]O[C-]1C([H])([H])[O+](O[H])C1([H])[H]
frag1354,0,1,[H]O[C-]1C([H])([H])O[O+]([H])C1([H])[H]
frag1355,0,1,[H]O[C-]1C([H])([H])[C@]1([H])[O+]([H])O[H]
frag1356,0,1,[H]O[C-]1C([H])([H])[C@@]1([H])[O+]([H])O[H]
frag1357,0,1,[H]O[C-]1C([H])([H])[C@]1([H])O[O+]([H])[H]
frag1358,0,1,[H]O[C-]1C([H])([H])[C@@]1([H])O[O+]([H])[H]
frag1359,0,1,[H]OO[C@@]1([H])[O+]([H])[C@@]1([H])[C-]([H])[H]
frag1360,0,1,[H]OO[C@@]1([H])[O+]([H])[C@]1([H])[C-]([H])[H]
frag1361,0,1,[H]OO[C@]1([H])[O+]([H])[C@@]1([H])[C-]([H])[H]
frag1362,0,1,[H]OO[C@]1([H])[O+]([H])[C@]1([H])[C-]([H])[H]
frag1363,0,1,[H]OO[C@@]1([H])O[C@@]1([H])C([H])([H])[H]
frag1364,0,1,[H]OO[C@@]1([H])O[C@]1([H])C([H])([H])[H]
frag1365,0,1,[H]OO[C@]1([H])O[C@@]1([H])C([H])([H])[H]
frag1366,0,1,[H]OO[C@]1([H])O[C@]1([H])C([H])([H])[H]
frag1367,0,1,[H]O[O+]([H])[C@@]1([H])O[C@@]1([H])[C-]([H])[H]
frag1368,0,1,[H]O[O+]([H])[C@@]1([H])O[C@]1([H])[C-]([H])[H]
frag1369,0,1,[H]O[O+]([H])[C@]1([H])O[C@@]1([H])[C-]([H])[H]
frag1370,0,1,[H]O[O+]([H])[C@]1([H])O[C@]1([H])[C-]([H])[H]
frag1371,0,1,[H]OO[C@]12O[C@@]1([H])C2([H])[H]
frag1372,0,1,[H]OO[C@]12O[C@]1([H])C2([H])[H]
frag1373,0,1,[H]OO[C@@]12O[C@@]1([H])C2([H])[H]
frag1374,0,1,[H]OO[C@@]12O[C@]1([H])C2([H])[H]
frag1375,0,1,[H][C-]([H])[C@]1([H])O[C@]1([H])O[O+]([H])[H]
frag1376,0,1,[H][C-]([H])[C@@]1([H])O[C@]1([H])O[O+]([H])[H]
frag1377,0,1,[H][C-]([H])[C@]1([H])O[C@@]1([H])O[O+]([H])[H]
frag1378,0,1,[H][C-]([H])[C@@]1([H])O[C@@]1([H])O[O+]([H])[H]
frag1379,0,1,[H]OO[O+]([H])[C@@]1([H])[C-]([H])C1([H])[H]
frag1380,0,1,[H]OO[O+]([H])[C@]1([H])[C-]([H])C1([H])[H]
