frag_id,charge,spin_multiplicity,fragment
frag3057,0,2,[H]C([H])=C([O-])[O+]([H])C([H])([H])[O-]
frag3058,0,2,[H]C[C@]([H])([O-])[O+]([H])C([H])([H])[O-]
frag3059,0,2,[H]C[C@@]([H])([O-])[O+]([H])C([H])([H])[O-]
frag3060,0,1,[H]C([H])=C([H])/[O+]=[O+]/C([H])([H])[H]
frag3061,0,1,[H]C([H])=C([H])/[O+]=[O+]\C([H])([H])[H]
frag3062,0,1,[H]C[O+]([H])[O+]([H])C([H])([H])C[H]
frag3063,0,1,[H]/[C-]=C(\[H])[O+]([H])[O+]([H])[C+]([H])[H]
frag3064,0,1,[H]/[C-]=C(/[H])[O+]([H])[O+]([H])[C+]([H])[H]
frag3065,0,2,[H]C1=[C-]C([H])([H])[O+]([H])[O+]1[H]
frag3066,0,2,[H]C1=C([H])[O+]([H])[O+]([H])[C-]1[H]
frag3067,0,1,[H]OC([H])([H])[C+]([H])/C([H])=[O+]/[H]
frag3068,0,1,[H]OC([H])([H])[C+]([H])/C([H])=[O+]\[H]
frag3069,0,2,[H]C(=O)[O+]([H])[O+]([H])[C+]([H])[H]
frag3070,0,2,[H]C(=O)[O+]([H])[O+]([H])C([H])([H])[C-3]
frag3071,0,1,[H]CC([H])([H])O[H]
frag3072,0,2,[H][C+]([H])[O+]([H])[O+]([H])[C@]([H])([C-3])[O-]
frag3073,0,2,[H][C+]([H])[O+]([H])[O+]([H])[C@@]([H])([C-3])[O-]
frag3074,0,2,[H]C[C@]([H])([O-])O[H]
frag3075,0,2,[H]C[C@@]([H])([O-])O[H]
frag3076,0,2,[H]OC([H])([H])C[C@]([H])([O-])O[H]
frag3077,0,2,[H]OC([H])([H])C[C@@]([H])([O-])O[H]
frag3078,0,1,[H]c1[o+][o+]([H])c([H])c1[H]
frag3079,0,1,[H]/[C-]=C(\[H])O[O+]([H])C([H])=O
frag3080,0,1,[H]/[C-]=C(/[H])O[O+]([H])C([H])=O
frag3081,0,1,[H]/[C-]=[O+]/[O+]([H])[C@@]([H])([O-])C[H]
frag3082,0,1,[H]/[C-]=[O+]/[O+]([H])[C@]([H])([O-])C[H]
frag3083,0,1,[H]/[C-]=[O+]\[O+]([H])[C@@]([H])([O-])C[H]
frag3084,0,1,[H]/[C-]=[O+]\[O+]([H])[C@]([H])([O-])C[H]
frag3085,0,1,[H]O[C@@]([H])([O-])[C+]([H])C([H])=O
frag3086,0,1,[H]O[C@]([H])([O-])[C+]([H])C([H])=O
frag3087,0,2,[H]C(=O)[O+]([H])[H]
frag3088,0,1,[H]C[C@]([H])([O-])[O+]([H])[H]
frag3089,0,1,[H]C[C@@]([H])([O-])[O+]([H])[H]
frag3090,0,2,[H][O+]([H])[C@@]([H])([O-])CC([H])([H])[O-]
frag3091,0,2,[H][O+]([H])[C@]([H])([O-])CC([H])([H])[O-]
frag3092,0,1,[H]C1=C([H])C([H])([H])[O+]=[O+]1
frag3093,0,1,[H]C[O+]([H])[O+]([H])C([H])=C([H])[H]
frag3094,0,2,[H][C-]1[O+]([H])[O+]([H])CC1([H])[H]
frag3095,0,1,[H]/[O+]=C(\[H])C([H])([H])/C([H])=[O+]/[H]
frag3096,0,1,[H]/[O+]=C(/[H])C([H])([H])/C([H])=[O+]/[H]
frag3097,0,1,[H]/[O+]=C(/[H])C([H])([H])/C([H])=[O+]\[H]
frag3098,0,2,[H][C+]([H])[C@]([H])([O-])[O+]([H])[O+]([H])[C-3]
frag3099,0,2,[H][C+]([H])[C@@]([H])([O-])[O+]([H])[O+]([H])[C-3]
frag3100,0,2,[H]O[C@@]([H])([O-])C([H])([H])/[C-]=[O+]/[H]
frag3101,0,2,[H]O[C@]([H])([O-])C([H])([H])/[C-]=[O+]/[H]
frag3102,0,2,[H]O[C@@]([H])([O-])C([H])([H])/[C-]=[O+]\[H]
frag3103,0,2,[H]O[C@]([H])([O-])C([H])([H])/[C-]=[O+]\[H]
frag3104,0,1,[H]C(=O)[O+]([H])O[C-]=C([H])[H]
frag3105,0,1,[H][C+]([H])[C@]([H])([O-])[O+]([H])[O+]=[C-2]
frag3106,0,1,[H][C+]([H])[C@@]([H])([O-])[O+]([H])[O+]=[C-2]
frag3107,0,1,[H]O[C@@]([H])([O-])C([H])([H])C#[O+]
frag3108,0,1,[H]O[C@]([H])([O-])C([H])([H])C#[O+]
frag3109,0,2,[H][C+]([H])[C@]([H])([O-])[O+]([H])[H]
frag3110,0,2,[H][C+]([H])[C@@]([H])([O-])[O+]([H])[H]
frag3111,0,1,[H]C1=[O+][O+]=C([H])C1([H])[H]
frag3112,0,1,[H]C(=O)OOC([H])=C([H])[H]
frag3113,0,1,[H]/[C-]=[O+]/O[C@@]([H])([O-])[C+]([H])[H]
frag3114,0,1,[H]/[C-]=[O+]/O[C@]([H])([O-])[C+]([H])[H]
frag3115,0,1,[H]/[C-]=[O+]\O[C@@]([H])([O-])[C+]([H])[H]
frag3116,0,1,[H]/[C-]=[O+]\O[C@]([H])([O-])[C+]([H])[H]
frag3117,0,1,[H]C([H])=[O+]C([H])([H])[C-]([H])[H]
frag3118,0,1,[H][C-]([H])C([H])([H])C([H])([H])[O-]
frag3119,0,1,[H][C+]([H])OC([H])([H])[C-]([H])[H]
frag3120,0,1,[H][C+]([H])C([H])([H])[O+]([O-])[O-]
frag3121,0,1,[H][C+]([H])[O+]([O-])[O-]
frag3122,0,1,[H][C+]([H])C([H])([H])[C-]([H])[H]
frag3123,0,1,[H]C([H])=[O+][O+]([O-])[C-]([H])[H]
frag3124,0,1,[H]C([H])=[O+]O[O-]
frag3125,0,1,[H][C-]([H])C([H])([H])O[O+]=O
frag3126,0,1,[H][C-]([H])O[O+]=O
frag3127,0,1,[H][C+]([H])[O+]([O-])[C-]([H])[H]
frag3128,0,1,[H]C1([H])[O+]=[O+]C1([H])[H]
frag3129,0,1,[H][C+]([H])/[O+]=[O+]/C([H])([H])[C-]([H])[H]
frag3130,0,1,[H][C+]([H])/[O+]=[O+]\C([H])([H])[C-]([H])[H]
frag3131,0,1,[H]C([H])=[O+]O[C-]([H])[H]
frag3132,0,1,[H]C1([H])[O+]=[O+]1
frag3133,0,2,[H][C+]([H])C([H])([H])[O+]([H])[C-3]
frag3134,0,2,[H][O+]([C-3])C([H])([H])C([H])([H])[O+]=O
frag3135,0,2,[H][O+]1CC1([H])[H]
frag3136,0,1,[H][O+]1C[C@@]1([H])C([H])([H])[O-]
frag3137,0,1,[H][O+]1C[C@]1([H])C([H])([H])[O-]
frag3138,0,1,[H]C1([H])[O+]([C-3])C1([H])[H]
frag3139,0,1,[H]C([H])([O-])[O+]1CC1([H])[H]
frag3140,0,1,[H]C1=C([H])[O+]1C([H])([H])[O-]
frag3141,0,2,[H][C-]1[O+]2[C@]1([H])[C@]2([H])[O-]
frag3142,0,2,[H][C-]1[O+]2[C@@]([H])([O-])[C@@]12[H]
frag3143,0,2,[H][C-]1[O+]2[C@]([H])([O-])[C@]12[H]
frag3144,0,2,[H][C-]1[O+]2[C@]([H])([O-])[C@@]12[H]
frag3145,0,1,[H]C1=C(C([H])([H])[O-])[O+]1[H]
frag3146,0,1,[H]C(=O)[C@]1([H])[C-]([H])[O+]1[H]
frag3147,0,1,[H]C(=O)[C@@]1([H])[C-]([H])[O+]1[H]
frag3148,0,2,[H]O/[O+]=[O+]/C([H])([H])[C+]([H])[H]
frag3149,0,2,[H]O/[O+]=[O+]\C([H])([H])[C+]([H])[H]
frag3150,0,1,[H]O[O+]1OC([H])([H])[C+]1[H]
frag3151,0,2,[H]O[O+]([C-]([H])[H])[O+]([C-3])[C+]([H])[H]
frag3152,0,1,[H]C1([H])[O+]([C-3])[O+]([O-])C1([H])[H]
frag3153,0,2,[H]C[O+]([O+]=C([H])[H])[C-]([H])[H]
frag3154,0,1,[H]C[O+]1OC([H])([H])[C-]1[H]
frag3155,0,1,[H]/[O+]=[O+]/[O+]1[C-]([H])C1([H])[H]
frag3156,0,1,[H]/[O+]=[O+]\[O+]1[C-]([H])C1([H])[H]
frag3157,0,1,[H]O[O+]([C-3])[O+]1[C-]([H])C1([H])[H]
frag3158,0,1,[H]/[C-]=[O+]/[O+]1[C-]([H])C1([H])[H]
frag3159,0,1,[H]/[C-]=[O+]\[O+]1[C-]([H])C1([H])[H]
frag3160,0,2,[H]OC([H])([H])[C+]([H])/[O+]=[O+]/[H]
frag3161,0,2,[H]OC([H])([H])[C+]([H])/[O+]=[O+]\[H]
frag3162,0,2,[H]C[O+]([H])C([H])([H])C([H])=O
frag3163,0,1,[H]C1([H])O[O+]=[O+]C1([H])[H]
frag3164,0,1,[H]C[O+]([C-]([H])[H])[O+]([H])[O-]
frag3165,0,1,[H][C-]1[O+]([O-])[C@]1([H])C([H])([H])[O-]
frag3166,0,1,[H][C-]1[O+]([O-])[C@@]1([H])C([H])([H])[O-]
frag3167,0,2,[H]O[O+]([C-]([H])[H])C([H])([H])[O+]=[C-2]
frag3168,0,2,[H]/[C-]=[O+]/C([H])([H])[O+]=C([H])[H]
frag3169,0,2,[H]/[C-]=[O+]\C([H])([H])[O+]=C([H])[H]
frag3170,0,2,[H]/[C-]=[O+]/C([H])([H])[O+]([O-])[C-]([H])[H]
frag3171,0,2,[H]/[C-]=[O+]\C([H])([H])[O+]([O-])[C-]([H])[H]
frag3172,0,1,[H]/[C-]=[O+]/C([H])([H])[H]
frag3173,0,1,[H]/[C-]=[O+]\C([H])([H])[H]
frag3174,0,1,[H]/[C-]=[O+]/C([H])([H])[O+]([H])[O-]
frag3175,0,1,[H]/[C-]=[O+]\C([H])([H])[O+]([H])[O-]
frag3176,0,1,[H]/[C-]=[O+]/C([H])([H])O[H]
frag3177,0,1,[H]/[C-]=[O+]\C([H])([H])O[H]
frag3178,0,2,[H]/[C-]=[O+]/[C@]([H])(O[H])C([H])([H])[O-]
frag3179,0,2,[H]/[C-]=[O+]/[C@@]([H])(O[H])C([H])([H])[O-]
frag3180,0,2,[H]/[C-]=[O+]\[C@]([H])(O[H])C([H])([H])[O-]
frag3181,0,2,[H]/[C-]=[O+]\[C@@]([H])(O[H])C([H])([H])[O-]
frag3182,0,2,[H]C([H])([H])C([H])([H])[O+]=[C-2]
frag3183,0,2,[H]C1=C=[O+]1
frag3184,0,2,[H][C-]([H])[C@]1([H])[C-]=[O+]1
frag3185,0,2,[H][C-]([H])[C@@]1([H])[C-]=[O+]1
frag3186,0,1,[H][C+]([H])[O+]=[C-2]
frag3187,0,2,[H][O+]([O-])C([H])([H])C([H])([H])[O+]=[C-2]
frag3188,0,1,[H]OC([H])([H])[C@]1([H])[C-]=[O+]1
frag3189,0,1,[H]OC([H])([H])[C@@]1([H])[C-]=[O+]1
frag3190,0,1,[H][C+]([H])C([H])([H])[O+]=[C-2]
frag3191,0,2,[H]C([H])([O-])[C@]1([H])[C-]=[O+]1
frag3192,0,2,[H]C([H])([O-])[C@@]1([H])[C-]=[O+]1
frag3193,0,1,[H]C([H])([O+]=[C-2])C([H])([H])[O+]=O
frag3194,0,2,[H]/[C-]=[O+]/[C-]([H])C([H])([H])[H]
frag3195,0,2,[H]/[C-]=[O+]\[C-]([H])C([H])([H])[H]
frag3196,0,2,[H]/[C-]=[O+]/[C-]([H])C([H])([H])[O+]([H])[O-]
frag3197,0,2,[H]/[C-]=[O+]\[C-]([H])C([H])([H])[O+]([H])[O-]
frag3198,0,2,[H]/[C-]=[O+]/C([H])([H])[C-]([H])[O+]([H])[O-]
frag3199,0,2,[H]/[C-]=[O+]\C([H])([H])[C-]([H])[O+]([H])[O-]
frag3200,0,1,[H]/[C-]=[O+]/C([H])([H])C([H])([H])[H]
frag3201,0,1,[H]/[C-]=[O+]\C([H])([H])C([H])([H])[H]
frag3202,0,2,[H]C1=[C-]O1
frag3203,0,2,[H]C1=C([C-]([H])[H])O1
frag3204,0,1,[H]/[C-]=[O+]/C([H])=C([H])[H]
frag3205,0,1,[H]/[C-]=[O+]\C([H])=C([H])[H]
frag3206,0,1,[H]OC([H])([H])C1=C([H])O1
frag3207,0,1,[H]/[C-]=[O+]/C([H])=C(\[H])OO[H]
frag3208,0,1,[H]/[C-]=[O+]\C([H])=C(/[H])OO[H]
frag3209,0,1,[H]/[C-]=[O+]/C([H])=C(/[H])OO[H]
frag3210,0,1,[H]/[C-]=[O+]\C([H])=C(\[H])OO[H]
frag3211,0,2,[H]C(=O)[C@@]1([H])[O+]=C1[H]
frag3212,0,2,[H]C(=O)[C@]1([H])[O+]=C1[H]
frag3213,0,2,[H]C1=C(C([H])([H])[O-])O1
frag3214,0,1,[H]/[C-]=[O+]/[C-]([H])C([H])([H])[O+]=O
frag3215,0,1,[H]/[C-]=[O+]\[C-]([H])C([H])([H])[O+]=O
frag3216,0,2,[H]O[O+]([H])[C-]([H])C([H])([H])[O+]=[C-2]
frag3217,0,2,[H]/[C-]=[O+]/C([H])([H])/C([H])=[O+]/[H]
frag3218,0,2,[H]/[C-]=[O+]\C([H])([H])/C([H])=[O+]/[H]
frag3219,0,2,[H]/[C-]=[O+]/C([H])([H])/C([H])=[O+]\[H]
frag3220,0,2,[H]/[C-]=[O+]\C([H])([H])/C([H])=[O+]\[H]
frag3221,0,1,[H]O[O+]([H])[C-3]
frag3222,0,1,[H]/[C-]=[O+]/C([H])([H])/[C-]=[O+]/O[H]
frag3223,0,1,[H]/[C-]=[O+]\C([H])([H])/[C-]=[O+]/O[H]
frag3224,0,1,[H]/[C-]=[O+]/C([H])([H])/[C-]=[O+]\O[H]
frag3225,0,1,[H]/[C-]=[O+]\C([H])([H])/[C-]=[O+]\O[H]
frag3226,0,1,[H]/[C-]=[O+]/C([H])([H])C[H]
frag3227,0,1,[H]/[C-]=[O+]\C([H])([H])C[H]
frag3228,0,1,[H]/[C-]=[O+]/C([H])([H])C([H])=O
frag3229,0,1,[H]/[C-]=[O+]\C([H])([H])C([H])=O
frag3230,0,1,[H]/[C-]=[O+]/C([H])([H])/C([H])=[O+]/[O-]
frag3231,0,1,[H]/[C-]=[O+]\C([H])([H])/C([H])=[O+]/[O-]
frag3232,0,1,[H]/[C-]=[O+]/C([H])([H])/C([H])=[O+]\[O-]
frag3233,0,1,[H]/[C-]=[O+]\C([H])([H])/C([H])=[O+]\[O-]
frag3234,0,2,[H]/[C-]=[O+]/[O-]
frag3235,0,2,[H]/[C-]=[O+]\[O-]
frag3236,0,1,[H]OC([H])([H])/[O+]=[O+]/[H]
frag3237,0,1,[H]OC([H])([H])/[O+]=[O+]\[H]
frag3238,0,1,[H]/[O+]=[O+]/C([H])([H])[O+]([H])[C-3]
frag3239,0,1,[H]/[O+]=[O+]\C([H])([H])[O+]([H])[C-3]
frag3240,0,2,[H]C([H])=[C-][O+]([H])[C-]([H])[H]
frag3241,0,1,[H]CC([H])([H])/[O+]=[O+]/[H]
frag3242,0,1,[H][O+]([H])[C-3]
frag3243,0,1,[H]CC([H])([H])/[O+]=[O+]\[H]
frag3244,0,2,[H]C#C[O+]([H])[H]
frag3245,0,2,[H]/C(=[C-]\[O+]([H])[H])[C-]([H])[H]
frag3246,0,2,[H]/C(=[C-]/[O+]([H])[H])[C-]([H])[H]
frag3247,0,1,[H]O[O+](O[H])[C+]([H])[H]
frag3248,0,2,[H]O[O+](O[H])C([H])([H])C([H])=[C-2]
frag3249,0,1,[H]O/[O+]=[O+]/[H]
frag3250,0,1,[H][C+]([H])C([H])([H])[C-3]
frag3251,0,1,[H]O/[O+]=[O+]\[H]
frag3252,0,2,[H]O[O+](O[H])[C+]([H])C([H])([H])[C-3]
frag3253,0,1,[H]O[O+]([C+]([H])[H])[O+]([H])[C-3]
frag3254,0,2,[H]CC([H])([H])[O+](O[H])[O+]([H])[C-3]
frag3255,0,1,[H]/[O+]=[O+]/[O+]([H])[C-3]
frag3256,0,1,[H]/[O+]=[O+]\[O+]([H])[C-3]
frag3257,0,2,[H]O[O+](C([H])=C([H])[H])[O+]([H])[C-3]
frag3258,0,2,[H]C([H])=[C-][O+]([H])[O+]([O-])[C-]([H])[H]
frag3259,0,1,[H]/[O+]=[O+]/C([H])=C([H])[H]
frag3260,0,1,[H]/[O+]=[O+]\C([H])=C([H])[H]
frag3261,0,1,[H]C([H])=[C-][O+]([H])[H]
frag3262,0,2,[H]C(=O)C([H])([H])C[O+]([H])[H]
frag3263,0,1,[H]O[O+]([H])[O+]=C([H])[H]
frag3264,0,2,[H]O[O+]([H])OC([H])([H])C([H])=[C-2]
frag3265,0,2,[H]O[O+]([H])/[O+]=C(\[H])C([H])([H])[C-3]
frag3266,0,2,[H]O[O+]([H])/[O+]=C(/[H])C([H])([H])[C-3]
frag3267,0,2,[H]/[O+]=[O+]/OC([H])([H])C([H])([H])[C-3]
frag3268,0,2,[H]/[O+]=[O+]\OC([H])([H])C([H])([H])[C-3]
frag3269,0,1,[H]C([H])=[O+][O+]([H])[O+]([H])[C-3]
frag3270,0,2,[H]CC([H])([H])O[O+]([H])[O+]([H])[C-3]
frag3271,0,1,[H]C([H])=[C-][O+]([H])[O+]([H])[O-]
frag3272,0,2,[H]/C(=[C-]\[O+]([H])[O+]([H])[O-])[C-]([H])[H]
frag3273,0,2,[H]/C(=[C-]/[O+]([H])[O+]([H])[O-])[C-]([H])[H]
frag3274,0,1,[H][C+]([H])C([H])([H])[O+]=O
frag3275,0,2,[H]O[O+]([C+]([H])[H])[C-]([H])[H]
frag3276,0,2,[H]/[O+]=[C-]/C([H])([H])[O+]=C([H])[H]
frag3277,0,2,[H]/[O+]=[C-]\C([H])([H])[O+]=C([H])[H]
frag3278,0,2,[H]/[O+]=[C-]/C([H])([H])[O+]([O-])[C-]([H])[H]
frag3279,0,2,[H]/[O+]=[C-]\C([H])([H])[O+]([O-])[C-]([H])[H]
frag3280,0,1,[H]/[O+]=[C-]/[C@]1([H])OC1([H])[H]
frag3281,0,1,[H]/[O+]=[C-]/[C@@]1([H])OC1([H])[H]
frag3282,0,1,[H]/[O+]=[C-]\[C@]1([H])OC1([H])[H]
frag3283,0,1,[H]/[O+]=[C-]\[C@@]1([H])OC1([H])[H]
frag3284,0,1,[H]/[O+]=[C-]/C([H])([H])[H]
frag3285,0,1,[H]/[O+]=[C-]\C([H])([H])[H]
frag3286,0,2,[H][C+]([H])C([H])([H])[O+]([H])[O-]
frag3287,0,1,[H]/[O+]=[C-]/C([H])([H])[O+]([H])[O-]
frag3288,0,1,[H]/[O+]=[C-]\C([H])([H])[O+]([H])[O-]
frag3289,0,1,[H]OC([H])([H])/[C-]=[O+]/[H]
frag3290,0,1,[H]OC([H])([H])/[C-]=[O+]\[H]
frag3291,0,2,[H]/[O+]=[C-]/[C@@]([H])([C-]([H])[H])[O+]([H])[O-]
frag3292,0,2,[H]/[O+]=[C-]/[C@]([H])([C-]([H])[H])[O+]([H])[O-]
frag3293,0,2,[H]/[O+]=[C-]\[C@@]([H])([C-]([H])[H])[O+]([H])[O-]
frag3294,0,2,[H]/[O+]=[C-]\[C@]([H])([C-]([H])[H])[O+]([H])[O-]
frag3295,0,2,[H]O[C@@]([H])(/[C-]=[O+]/[H])C([H])([H])[O-]
frag3296,0,2,[H]O[C@]([H])(/[C-]=[O+]/[H])C([H])([H])[O-]
frag3297,0,2,[H]O[C@@]([H])(/[C-]=[O+]\[H])C([H])([H])[O-]
frag3298,0,2,[H]O[C@]([H])(/[C-]=[O+]\[H])C([H])([H])[O-]
frag3299,0,2,[H]C([H])([H])C([H])([H])[O+]=O
frag3300,0,1,[H]C#CO[H]
frag3301,0,2,[H][O+]=C=C([H])C([H])([H])[H]
frag3302,0,2,[H]/[O+]=[C-]/C([H])([H])[C-]([H])[O+]([H])[O-]
frag3303,0,2,[H]/[O+]=[C-]\C([H])([H])[C-]([H])[O+]([H])[O-]
frag3304,0,1,[H]/[O+]=[C-]/C([H])([H])C([H])([H])[H]
frag3305,0,1,[H]/[O+]=[C-]\C([H])([H])C([H])([H])[H]
frag3306,0,1,[H]OC#CC([H])([H])OO[H]
frag3307,0,2,[H]CC([H])([H])[O+]([H])O[H]
frag3308,0,1,[H][O+]=C=C([H])[C-]([H])[H]
frag3309,0,2,[H]OC([H])([H])C([H])=C=[O+][H]
frag3310,0,1,[H]OO[C-]([H])C([H])=C=[O+][H]
frag3311,0,2,[H]CC([H])([H])O[O+]([H])[H]
frag3312,0,1,[H][O+]=C=C([H])C([H])([H])[O-]
frag3313,0,1,[H][O+]=C=C([H])C([H])([H])O[O-]
frag3314,0,2,[H]O[O+]([H])C([H])=C([H])[H]
frag3315,0,2,[H]/[O+]=[C-]/C([H])([H])/C([H])=[O+]/[H]
frag3316,0,2,[H]/[O+]=[C-]\C([H])([H])/C([H])=[O+]/[H]
frag3317,0,2,[H]/[O+]=C(/[H])C([H])([H])/[C-]=[O+]/[H]
frag3318,0,2,[H]/[O+]=[C-]\C([H])([H])/C([H])=[O+]\[H]
frag3319,0,1,[H]O/[O+]=[C-]/C([H])([H])/[C-]=[O+]/[H]
frag3320,0,1,[H]O/[O+]=[C-]/C([H])([H])/[C-]=[O+]\[H]
frag3321,0,1,[H]O/[O+]=[C-]\C([H])([H])/[C-]=[O+]/[H]
frag3322,0,1,[H]O/[O+]=[C-]\C([H])([H])/[C-]=[O+]\[H]
frag3323,0,1,[H]CC([H])([H])/[C-]=[O+]/[H]
frag3324,0,1,[H]CC([H])([H])/[C-]=[O+]\[H]
frag3325,0,1,[H]/[O+]=[C-]/C([H])([H])C([H])=O
frag3326,0,1,[H]/[O+]=[C-]\C([H])([H])C([H])=O
frag3327,0,1,[H]/[O+]=[C-]/C([H])([H])/C([H])=[O+]/[O-]
frag3328,0,1,[H]/[O+]=[C-]\C([H])([H])/C([H])=[O+]/[O-]
frag3329,0,1,[H]/[O+]=[C-]/C([H])([H])/C([H])=[O+]\[O-]
frag3330,0,1,[H]/[O+]=[C-]\C([H])([H])/C([H])=[O+]\[O-]
frag3331,0,1,[H]C#C[H]
frag3332,0,1,[H]OOC([H])([H])O[H]
frag3333,0,2,[H]C[O+]([H])C([H])([H])/[O+]=[O+]/[H]
frag3334,0,2,[H]C[O+]([H])C([H])([H])/[O+]=[O+]\[H]
frag3335,0,2,[H]/[C-]=C(\[H])[O+]([H])[C-]([H])[H]
frag3336,0,2,[H]/[C-]=C(/[H])[O+]([H])[C-]([H])[H]
frag3337,0,1,[H]O[O+]1O[C@]1([H])[C+]([H])[H]
frag3338,0,1,[H]O[O+]1O[C@@]1([H])[C+]([H])[H]
frag3339,0,2,[H]OOO[C+]([H])[H]
frag3340,0,1,[H]C1([H])O[O+]1[O-]
frag3341,0,2,[H]O[O+]1[O+]([C-3])C1([H])[H]
frag3342,0,1,[H]C[O+]1[O+](O[H])C1([H])[H]
frag3343,0,2,[H]C[O+]1OC1([H])[H]
frag3344,0,1,[H]C([H])=[C-][O+]1OC1([H])[H]
frag3345,0,1,[H]/[C-]=C(\[H])[O+]1OC1([H])[H]
frag3346,0,1,[H]/[C-]=C(/[H])[O+]1OC1([H])[H]
frag3347,0,2,[H]O[C@@]([H])(/[O+]=[O+]/[H])[C+]([H])[H]
frag3348,0,2,[H]O[C@]([H])(/[O+]=[O+]/[H])[C+]([H])[H]
frag3349,0,2,[H]O[C@@]([H])(/[O+]=[O+]\[H])[C+]([H])[H]
frag3350,0,2,[H]O[C@]([H])(/[O+]=[O+]\[H])[C+]([H])[H]
frag3351,0,1,[H][C+]([H])C1([H])O[O+]([H])O1
frag3352,0,2,[H][C+]([H])O[O+]([H])[O-]
frag3353,0,2,[H][O+]1OC([H])([H])[O+]1[C-3]
frag3354,0,1,[H]C[O+]1[O+]([H])OC1([H])[H]
frag3355,0,2,[H]C[O+](O[H])[C@@]([H])([O-])[C-]([H])[H]
frag3356,0,2,[H]C[O+](O[H])[C@]([H])([O-])[C-]([H])[H]
frag3357,0,2,[H]C([H])=[C-][O+]([C-]([H])[H])[O+]([H])[O-]
frag3358,0,2,[H]/[C-]=C(\[H])[O+]([C-]([H])[H])[O+]([H])[O-]
frag3359,0,2,[H]/[C-]=C(/[H])[O+]([C-]([H])[H])[O+]([H])[O-]
frag3360,0,2,[H]OC([H])([H])[O+]=O
frag3361,0,1,[H]C([H])=C([H])[O+]([H])[C-]([H])[H]
frag3362,0,2,[H][C-]([H])/[O+]=[C-]/C([H])([H])[H]
frag3363,0,2,[H][C-]([H])/[O+]=[C-]\C([H])([H])[H]
frag3364,0,1,[H]C1([H])[C-]=[O+]C([H])([H])O1
frag3365,0,2,[H]/[C-]=[O+]/C([H])=[O+]/O[H]
frag3366,0,2,[H]/[C-]=[O+]\C([H])=[O+]\O[H]
frag3367,0,2,[H]/[C-]=[O+]/C([H])=[O+]\O[H]
frag3368,0,2,[H]/[C-]=[O+]\C([H])=[O+]/O[H]
frag3369,0,2,[H]/[C-]=[O+]/[C+]([H])[H]
frag3370,0,2,[H]/[C-]=[O+]\[C+]([H])[H]
frag3371,0,2,[H]/[C-]=[O+]/C([H])([H])[O-]
frag3372,0,2,[H]/[C-]=[O+]\C([H])([H])[O-]
frag3373,0,2,[H][C-]([H])/[O+]=[C-]/C([H])([H])[O+]([H])[O-]
frag3374,0,2,[H][C-]([H])/[O+]=[C-]\C([H])([H])[O+]([H])[O-]
frag3375,0,2,[H]OC([H])([H])/[C-]=[O+]/C([H])([H])[O-]
frag3376,0,2,[H]OC([H])([H])/[C-]=[O+]\C([H])([H])[O-]
frag3377,0,2,[H]/C(=[O+]\C([H])([H])[O-])C([H])([H])[O-]
frag3378,0,2,[H]/C(=[O+]/C([H])([H])[O-])C([H])([H])[O-]
frag3379,0,2,[H]/[C-]=[O+]/C([H])([H])[O+]=O
frag3380,0,2,[H]/[C-]=[O+]\C([H])([H])[O+]=O
frag3381,0,1,[H]C([H])=[O+][C-]([H])C([H])([H])[H]
frag3382,0,2,[H]C([H])=C=[O+]C([H])([H])[H]
frag3383,0,1,[H]C#COC([H])([H])OO[H]
frag3384,0,2,[H]C1=C=[O+]C1([H])[H]
frag3385,0,1,[H]O[O+]([H])C([H])([H])[O+]=[C-2]
frag3386,0,1,[H]C([H])=C=[O+][C-]([H])[H]
frag3387,0,2,[H]OC([H])([H])[O+]=C=C([H])[H]
frag3388,0,1,[H]OO[C-]([H])[O+]=C=C([H])[H]
frag3389,0,2,[H][C-]1[O+]=[C-]C1([H])[H]
frag3390,0,1,[H][O+]([H])OC([H])([H])[O+]=[C-2]
frag3391,0,1,[H]C([H])=C=[O+]C([H])([H])[O-]
frag3392,0,1,[H]C([H])=C=[O+]C([H])([H])O[O-]
frag3393,0,2,[H]/[C-]=C(\[H])OC([H])([H])[H]
frag3394,0,2,[H]/[C-]=C(/[H])OC([H])([H])[H]
frag3395,0,2,[H]/[C-]=C(\[H])OC([H])([H])[O+]([H])[O-]
frag3396,0,2,[H]/[C-]=C(/[H])OC([H])([H])[O+]([H])[O-]
frag3397,0,2,[H]O[C@]([H])([O-])OC([H])=C([H])[H]
frag3398,0,2,[H]O[C@@]([H])([O-])OC([H])=C([H])[H]
frag3399,0,1,[H]C([H])=C([H])OC([H])([H])[H]
frag3400,0,1,[H]/[O+]=[O+]/C([H])([H])OC([H])=[C-2]
frag3401,0,1,[H]/[O+]=[O+]\C([H])([H])OC([H])=[C-2]
frag3402,0,2,[H]C1=[C-]C([H])([H])O1
frag3403,0,1,[H]O[O+]([H])C([H])([H])[O-]
frag3404,0,2,[H]O[O+]([H])C([H])([H])OC([H])=[C-2]
frag3405,0,1,[H]/[C-]=C(\[H])O[C+]([H])[H]
frag3406,0,1,[H]/[C-]=C(/[H])O[C+]([H])[H]
frag3407,0,1,[H]/[C-]=C(\[H])O/C([H])=[O+]/O[H]
frag3408,0,1,[H]/[C-]=C(/[H])O/C([H])=[O+]/O[H]
frag3409,0,1,[H]/[C-]=C(\[H])O/C([H])=[O+]\O[H]
