batch,fragname,confname,energy,enthalpy
batch9,frag911,158,,
batch9,frag885,21,,
batch9,frag911,189,,
batch9,frag754,0,,
batch9,frag790,62,,
batch9,frag868,6,,
batch9,frag77,625,,
batch9,frag77,182,,
batch9,frag910,16,0.04595374262,0.121452
batch9,frag8,9,-0.0768008565849,0.041155
batch9,frag797,69,-0.218990202205,-0.117985
batch9,frag74,206,,
batch9,frag740,72,,
batch9,frag783,44,,
batch9,frag851,0,,
batch9,frag85,6,0.0408513079387,0.120936
batch9,frag945,29,,
batch9,frag790,6,,
batch9,frag731,22,-0.0366681075238,0.062738
batch9,frag77,244,,
batch9,frag78,6,,
batch9,frag869,14,,
batch9,frag788,28,,
batch9,frag934,79,,
batch9,frag931,80,,
batch9,frag942,22,,
batch9,frag794,58,,
batch9,frag838,11,,
batch9,frag834,76,-0.23314044848,-0.130976
batch9,frag783,3,,
batch9,frag842,5,,
batch9,frag793,53,,
batch9,frag923,65,,
batch9,frag73,153,,
batch9,frag910,9,0.0461158928504,0.121682
batch9,frag77,701,,
batch9,frag941,13,,
batch9,frag810,19,,
batch9,frag937,48,,
batch9,frag861,217,,
batch9,frag732,13,-0.0382658421801,0.06063
batch9,frag817,12,,
batch9,frag77,360,,
batch9,frag861,49,,
batch9,frag930,43,,
batch9,frag735,18,,
batch9,frag730,30,,
batch9,frag771,22,,
batch9,frag952,0,0.0357090022387,0.135941
batch9,frag77,416,,
batch9,frag853,28,,
batch9,frag943,30,,
batch9,frag861,98,,
batch9,frag782,56,-0.0206180944225,0.079246
batch9,frag815,31,,
batch9,frag944,129,,
batch9,frag950,16,,
batch9,frag73,182,,
batch9,frag849,1,,
batch9,frag769,68,,
batch9,frag788,7,,
batch9,frag791,70,,
batch9,frag861,100,,
batch9,frag936,26,,
batch9,frag786,10,,
batch9,frag911,545,,
batch9,frag745,26,,
batch9,frag826,1,,
batch9,frag906,64,,
batch9,frag740,344,-0.0070290917686,0.112897
batch9,frag904,6,,
batch9,frag77,91,,
batch9,frag734,76,,
batch9,frag938,103,0.0309451838285,0.128545
batch9,frag912,49,,
batch9,frag911,683,,
batch9,frag911,124,,
batch9,frag77,688,,
batch9,frag740,725,,
batch9,frag754,23,,
batch9,frag938,214,0.0370983919239,0.134554
batch9,frag797,15,-0.218944538415,-0.117844
batch9,frag77,659,,
batch9,frag864,8,,
batch9,frag911,652,,
batch9,frag899,8,,
batch9,frag936,4,,
batch9,frag814,3,-0.0914654592054,-0.004805
batch9,frag77,40,,
batch9,frag74,8,,
batch9,frag77,238,,
batch9,frag740,432,,
batch9,frag740,395,,
batch9,frag788,54,,
batch9,frag852,46,,
batch9,frag938,62,0.0311549247322,0.128632
batch9,frag949,32,,
batch9,frag911,233,,
batch9,frag945,55,,
batch9,frag783,38,,
batch9,frag911,594,,
batch9,frag842,2,,
batch9,frag783,4,,
batch9,frag944,239,,
batch9,frag838,16,,
batch9,frag803,38,,
batch9,frag834,71,-0.233140442758,-0.130977
batch9,frag77,706,,
batch9,frag793,54,,
batch9,frag73,154,,
batch9,frag923,62,,
batch9,frag732,14,-0.0393545735754,0.060013
batch9,frag929,8,,
batch9,frag861,210,,
batch9,frag787,79,,
batch9,frag941,14,,
batch9,frag782,80,-0.0258665382022,0.074373
batch9,frag739,78,,
batch9,frag77,367,,
batch9,frag930,44,,
batch9,frag817,15,,
batch9,frag943,37,,
batch9,frag77,411,,
batch9,frag771,25,,
batch9,frag73,243,,
batch9,frag952,7,0.0347642265176,0.134805
batch9,frag870,0,,
batch9,frag730,37,,
batch9,frag815,36,,
batch9,frag782,51,-0.0234375738025,0.07664
batch9,frag775,0,,
batch9,frag73,185,,
batch9,frag950,11,,
batch9,frag861,107,,
batch9,frag791,77,,
batch9,frag788,0,,
batch9,frag745,21,,
batch9,frag911,542,,
batch9,frag936,21,,
batch9,frag786,17,,
batch9,frag938,104,0.0309451886228,0.128544
batch9,frag77,96,,
batch9,frag734,71,,
batch9,frag77,549,,
batch9,frag904,1,,
batch9,frag740,343,,
batch9,frag906,63,,
batch9,frag911,123,,
batch9,frag911,684,,
batch9,frag740,722,,
batch9,frag77,128,,
batch9,frag938,213,0.0311550879147,0.128628
batch9,frag797,12,-0.221604352411,-0.120332
batch9,frag754,24,,
batch9,frag814,4,-0.0919192014337,-0.004641
batch9,frag790,19,,
batch9,frag936,3,,
batch9,frag911,655,,
batch9,frag788,53,,
batch9,frag740,392,-0.044304438644,0.078278
batch9,frag938,65,0.0311550543315,0.128629
batch9,frag852,41,,
batch9,frag942,59,,
batch9,frag740,435,,
batch9,frag77,598,,
batch9,frag77,47,,
batch9,frag911,593,,
batch9,frag949,35,,
batch9,frag911,234,,
batch9,frag945,52,,
batch9,frag767,57,,
batch9,frag793,28,,
batch9,frag872,14,,
batch9,frag740,170,,
batch9,frag73,128,,
batch9,frag794,23,,
batch9,frag803,44,,
batch9,frag740,511,-0.0455367915785,0.077089
batch9,frag774,71,,
batch9,frag735,63,,
batch9,frag820,20,,
batch9,frag861,32,,
batch9,frag907,71,,
batch9,frag930,38,,
batch9,frag78,11,,
batch9,frag74,76,,
batch9,frag911,310,,
batch9,frag807,1,,
batch9,frag941,68,,
batch9,frag944,183,,
batch9,frag944,91,,
batch9,frag937,33,,
batch9,frag863,11,,
batch9,frag948,27,,
batch9,frag740,8,-0.0455370086455,0.077087
batch9,frag745,167,,
batch9,frag944,152,,
batch9,frag944,40,,
batch9,frag911,466,,
batch9,frag935,10,,
batch9,frag789,41,,
batch9,frag939,77,0.0192415926641,0.119642
batch9,frag785,26,,
batch9,frag853,53,,
batch9,frag730,3,,
batch9,frag746,10,,
batch9,frag740,267,,
batch9,frag831,25,-0.0492449506582,0.051502
batch9,frag769,13,,
batch9,frag740,606,,
batch9,frag917,4,0.0661772183673,0.163624
batch9,frag77,535,,
batch9,frag73,5,,
batch9,frag77,292,,
batch9,frag938,178,0.0385449882212,0.13562
batch9,frag766,5,-0.0849388954033,0.002672
batch9,frag857,15,,
batch9,frag781,60,-0.020360913777,0.079349
batch9,frag931,56,,
batch9,frag740,498,,
batch9,frag772,14,,
batch9,frag75,18,,
batch9,frag911,299,,
batch9,frag805,21,,
batch9,frag77,154,,
batch9,frag863,5,,
batch9,frag792,46,,
batch9,frag941,2,,
batch9,frag922,70,,
batch9,frag953,20,,
batch9,frag74,116,,
batch9,frag878,16,,
batch9,frag912,32,,
batch9,frag931,9,,
batch9,frag790,65,,
batch9,frag754,7,,
batch9,frag911,629,,
batch9,frag885,26,,
batch9,frag895,1,,
batch9,frag910,11,0.044067630539,0.119725
batch9,frag77,185,,
batch9,frag77,622,,
batch9,frag868,1,,
batch9,frag85,1,,
batch9,frag949,49,,
batch9,frag790,1,,
batch9,frag911,248,,
batch9,frag783,43,,
batch9,frag740,75,,
batch9,frag74,201,,
batch9,frag740,449,,
batch9,frag942,25,,
batch9,frag869,13,,
batch9,frag938,19,0.0385449716832,0.135622
batch9,frag78,1,,
batch9,frag77,243,,
batch9,frag731,25,-0.0370105141351,0.062402
batch9,frag740,102,,
batch9,frag767,25,,
batch9,frag77,708,,
batch9,frag910,0,0.0459537563946,0.121453
batch9,frag803,36,,
batch9,frag838,18,,
batch9,frag842,24,,
batch9,frag794,51,,
batch9,frag911,703,,
batch9,frag745,202,,
batch9,frag944,237,,
batch9,frag861,40,,
batch9,frag77,369,,
batch9,frag820,52,,
batch9,frag735,11,,
batch9,frag739,76,,
batch9,frag740,563,,
batch9,frag787,77,,
batch9,frag937,41,,
batch9,frag810,10,,
batch9,frag929,6,,
batch9,frag911,362,,
batch9,frag78,63,,
batch9,frag922,2,,
batch9,frag911,414,,
batch9,frag800,5,,
batch9,frag944,120,,
batch9,frag944,32,,
batch9,frag815,38,,
batch9,frag745,115,,
batch9,frag905,20,,
batch9,frag740,215,,
batch9,frag952,9,0.0349163620719,0.134494
batch9,frag76,27,,
batch9,frag746,62,,
batch9,frag730,39,,
batch9,frag861,91,,
batch9,frag943,39,,
batch9,frag853,21,,
batch9,frag935,62,,
batch9,frag789,33,,
batch9,frag769,61,,
batch9,frag861,109,,
batch9,frag791,79,,
batch9,frag794,80,,
batch9,frag839,3,,
batch9,frag740,674,,
batch9,frag801,15,,
batch9,frag931,24,,
batch9,frag781,12,-0.023006054022,0.076965
batch9,frag742,24,,
batch9,frag77,547,,
batch9,frag77,98,,
batch9,frag82,5,0.0406688011041,0.120519
batch9,frag940,74,0.02169603462,0.122485
batch9,frag797,5,-0.219977887435,-0.118917
batch9,frag786,19,,
batch9,frag856,3,,
batch9,frag77,681,,
batch9,frag792,34,,
batch9,frag77,126,,
batch9,frag912,40,,
batch9,frag74,164,,
batch9,frag753,3,,
batch9,frag753,21,,
batch9,frag899,1,,
batch9,frag790,17,,
batch9,frag77,650,,
batch9,frag864,1,,
batch9,frag783,31,,
batch9,frag89,1,,
batch9,frag77,231,,
batch9,frag74,1,,
batch9,frag77,49,,
batch9,frag77,596,,
batch9,frag761,1,0.0669962642309,0.152431
batch9,frag942,57,,
batch9,frag93,21,-0.0639998787494,0.035362
batch9,frag772,4,,
batch9,frag73,126,,
batch9,frag923,10,,
batch9,frag793,26,,
batch9,frag767,59,,
batch9,frag750,10,,
batch9,frag827,25,-0.121568483655,-0.022705
batch9,frag941,66,,
batch9,frag74,78,,
batch9,frag930,36,,
batch9,frag77,315,,
batch9,frag73,73,,
batch9,frag877,4,,
batch9,frag730,45,,
batch9,frag740,269,-0.0455369368555,0.077084
batch9,frag73,231,,
batch9,frag939,79,0.0191182440166,0.119527
batch9,frag77,463,,
batch9,frag864,14,,
batch9,frag943,45,,
batch9,frag741,15,,
batch9,frag911,468,,
batch9,frag881,0,-0.00863138762449,0.056059
batch9,frag782,23,-0.0267355278985,0.073521
batch9,frag819,23,,
batch9,frag815,44,,
batch9,frag745,169,,
batch9,frag740,6,,
batch9,frag836,20,,
batch9,frag950,63,,
batch9,frag740,608,,
batch9,frag779,0,,
batch9,frag911,71,,
batch9,frag784,0,0.233175623805,0.269559
batch9,frag91,0,-0.117952786892,-0.046923
batch9,frag861,175,,
batch9,frag936,53,,
batch9,frag911,297,,
batch9,frag911,530,,
batch9,frag75,16,,
batch9,frag745,53,,
batch9,frag906,11,,
batch9,frag740,496,,
batch9,frag931,58,,
batch9,frag908,1,0.0963006502865,0.132158
batch9,frag740,331,,
batch9,frag938,176,0.0309451891927,0.128544
batch9,frag802,24,,
batch9,frag813,0,-0.091701362001,-0.005097
batch9,frag74,118,,
batch9,frag929,12,,
batch9,frag931,7,,
batch9,frag878,18,,
batch9,frag911,151,,
batch9,frag792,48,,
batch9,frag882,23,,
batch9,frag797,60,-0.217144707503,-0.116063
batch9,frag8,0,-0.0768008565849,0.041155
batch9,frag911,627,,
batch9,frag754,9,,
batch9,frag911,180,,
batch9,frag768,73,,
batch9,frag917,14,0.066353535874,0.163864
batch9,frag818,4,,
batch9,frag77,35,,
batch9,frag903,5,,
batch9,frag740,447,,
batch9,frag938,17,0.0311549190606,0.128633
batch9,frag852,33,,
batch9,frag934,70,,
batch9,frag788,21,,
batch9,frag745,82,,
batch9,frag911,246,,
batch9,frag945,20,,
batch9,frag949,47,,
batch9,frag93,26,-0.0622108061223,0.03704
batch9,frag750,17,,
batch9,frag923,17,,
batch9,frag73,121,,
batch9,frag772,3,,
batch9,frag740,179,,
batch9,frag793,21,,
batch9,frag911,319,,
batch9,frag78,18,,
batch9,frag944,98,,
batch9,frag827,22,-0.121568473508,-0.022705
batch9,frag941,61,,
batch9,frag877,3,,
batch9,frag774,78,,
batch9,frag73,74,,
batch9,frag740,518,,
batch9,frag930,31,,
batch9,frag907,78,,
batch9,frag77,312,,
batch9,frag820,29,,
batch9,frag943,42,,
batch9,frag77,464,,
batch9,frag864,13,,
batch9,frag789,48,,
batch9,frag935,19,,
batch9,frag73,236,,
batch9,frag746,19,,
batch9,frag730,42,,
batch9,frag944,49,,
batch9,frag819,24,,
batch9,frag740,1,,
batch9,frag815,43,,
batch9,frag863,18,,
batch9,frag782,24,-0.0234375738022,0.07664
batch9,frag741,12,,
batch9,frag911,76,,
batch9,frag836,27,,
batch9,frag950,64,,
batch9,frag861,172,,
batch9,frag91,7,-0.117898731883,-0.046688
batch9,frag845,1,-0.0480896691414,0.03747
batch9,frag75,11,,
batch9,frag745,54,,
batch9,frag911,537,,
batch9,frag936,54,,
batch9,frag911,290,,
batch9,frag938,171,0.0311549126506,0.128632
batch9,frag740,336,,
batch9,frag740,491,,
batch9,frag906,16,,
batch9,frag781,69,-0.0224796628335,0.077426
batch9,frag911,156,,
batch9,frag929,15,,
batch9,frag931,0,,
batch9,frag802,23,,
batch9,frag813,7,-0.0926955452233,-0.005291
batch9,frag922,79,,
batch9,frag868,8,,
batch9,frag797,67,-0.21642207654,-0.115812
batch9,frag8,7,-0.0728026405843,0.045035
batch9,frag910,18,0.0459537409225,0.121452
batch9,frag882,24,,
batch9,frag818,3,,
batch9,frag917,13,0.06617713185,0.163621
batch9,frag911,187,,
batch9,frag768,74,,
batch9,frag911,620,,
batch9,frag852,34,,
batch9,frag938,10,0.0385449716831,0.135622
batch9,frag788,26,,
batch9,frag934,77,,
batch9,frag740,440,,
batch9,frag903,2,,
batch9,frag77,32,,
batch9,frag78,8,,
batch9,frag911,241,,
batch9,frag790,8,,
batch9,frag945,27,,
batch9,frag949,40,,
batch9,frag85,8,0.0408513146681,0.120937
batch9,frag745,85,,
batch9,frag74,208,,
batch9,frag910,7,0.0461158987467,0.121681
batch9,frag767,22,,
batch9,frag832,0,,
batch9,frag740,105,,
batch9,frag745,205,,
batch9,frag944,230,,
batch9,frag911,704,,
batch9,frag794,56,,
batch9,frag842,23,,
batch9,frag834,78,-0.232865205032,-0.130918
batch9,frag803,31,,
batch9,frag740,564,,
batch9,frag735,16,,
batch9,frag739,71,,
batch9,frag820,55,,
batch9,frag737,0,,
batch9,frag861,47,,
batch9,frag861,219,,
batch9,frag929,1,,
batch9,frag911,365,,
batch9,frag78,64,,
batch9,frag810,17,,
batch9,frag787,70,,
batch9,frag937,46,,
batch9,frag905,27,,
batch9,frag782,58,-0.0212368021459,0.078679
batch9,frag944,35,,
batch9,frag944,127,,
batch9,frag745,112,,
batch9,frag800,2,,
batch9,frag922,5,,
batch9,frag911,413,,
batch9,frag853,26,,
batch9,frag77,418,,
batch9,frag789,34,,
batch9,frag935,65,,
batch9,frag861,96,,
batch9,frag76,20,,
batch9,frag740,212,,
batch9,frag746,65,,
batch9,frag769,66,,
batch9,frag788,9,,
batch9,frag801,12,,
batch9,frag950,18,,
batch9,frag740,673,,
batch9,frag839,4,,
batch9,frag77,540,,
batch9,frag734,78,,
batch9,frag742,23,,
batch9,frag942,81,,
batch9,frag931,23,,
batch9,frag781,15,-0.0224796628178,0.077426
batch9,frag904,8,,
batch9,frag745,28,,
batch9,frag856,4,,
batch9,frag936,28,,
batch9,frag82,2,0.0406688802003,0.120524
batch9,frag797,2,-0.220230757753,-0.118876
batch9,frag940,73,0.0216960546221,0.122484
batch9,frag77,121,,
batch9,frag77,686,,
batch9,frag792,33,,
batch9,frag892,2,,
batch9,frag753,4,,
batch9,frag74,163,,
batch9,frag912,47,,
batch9,frag790,10,,
batch9,frag758,0,-0.0891876575222,-0.023366
batch9,frag899,6,,
batch9,frag753,26,,
batch9,frag946,1,0.0518399842832,0.069901
batch9,frag864,6,,
batch9,frag77,657,,
batch9,frag783,36,,
batch9,frag942,50,,
batch9,frag852,48,,
batch9,frag74,6,,
batch9,frag77,591,,
batch9,frag77,236,,
batch9,frag768,80,,
batch9,frag911,173,,
batch9,frag789,8,,
batch9,frag843,14,,
batch9,frag774,8,,
batch9,frag77,178,,
batch9,frag838,5,,
batch9,frag740,88,,
batch9,frag749,16,,
batch9,frag745,71,,
batch9,frag801,3,,
batch9,frag936,71,,
batch9,frag923,4,,
batch9,frag911,512,,
batch9,frag77,519,,
batch9,frag734,21,,
batch9,frag938,154,0.0309454938296,0.128545
batch9,frag906,33,,
batch9,frag740,313,,
batch9,frag947,21,,
batch9,frag740,465,,
batch9,frag852,11,,
batch9,frag938,35,0.0311549119277,0.128632
batch9,frag934,52,,
batch9,frag77,17,,
batch9,frag736,1,,
batch9,frag938,185,0.0309451891928,0.128544
batch9,frag928,0,,
batch9,frag911,264,,
batch9,frag949,65,,
batch9,frag904,10,,
batch9,frag740,59,,
batch9,frag797,42,-0.218944514872,-0.117844
batch9,frag911,6,,
batch9,frag938,243,0.0311549920113,0.128634
batch9,frag833,1,,
batch9,frag790,49,,
batch9,frag911,605,,
batch9,frag768,51,,
batch9,frag861,240,,
batch9,frag941,44,,
batch9,frag787,29,,
batch9,frag73,51,,
batch9,frag739,28,,
batch9,frag75,7,,
batch9,frag77,490,,
batch9,frag930,14,,
batch9,frag77,337,,
batch9,frag759,1,,
batch9,frag834,21,-0.226191867715,-0.12401
batch9,frag803,68,,
batch9,frag861,186,,
batch9,frag898,7,,
batch9,frag947,0,,
batch9,frag865,7,,
batch9,frag923,32,,
batch9,frag73,104,,
batch9,frag911,82,,
batch9,frag950,41,,
batch9,frag877,10,,
batch9,frag911,53,,
batch9,frag893,3,,
batch9,frag752,5,,
batch9,frag921,11,0.0318926411971,0.107546
batch9,frag791,27,,
batch9,frag861,157,,
batch9,frag77,441,,
batch9,frag943,67,,
batch9,frag73,80,,
batch9,frag730,67,,
batch9,frag905,9,,
batch9,frag73,213,,
batch9,frag909,19,0.0440676212021,0.119725
batch9,frag815,66,,
batch9,frag857,5,,
batch9,frag83,3,0.0400790792128,0.120033
batch9,frag796,3,-0.0740127293578,0.049799
batch9,frag778,6,,
batch9,frag922,20,,
batch9,frag792,16,,
batch9,frag77,104,,
batch9,frag809,16,,
batch9,frag785,6,,
batch9,frag92,11,-0.0642144577871,0.035105
batch9,frag912,62,,
batch9,frag74,146,,
batch9,frag844,0,,
batch9,frag938,128,0.0309452229488,0.128542
batch9,frag898,14,,
batch9,frag77,565,,
batch9,frag938,98,0.0309451764775,0.128544
batch9,frag781,30,-0.0203609048318,0.079349
batch9,frag741,0,,
batch9,frag880,6,,
batch9,frag940,56,0.0133767371502,0.114642
batch9,frag783,13,,
batch9,frag911,218,,
batch9,frag818,13,,
batch9,frag949,19,,
batch9,frag740,25,-0.045536925015,0.077089
batch9,frag865,24,,
batch9,frag876,2,,
batch9,frag938,49,0.0328942399022,0.13027
batch9,frag942,75,,
batch9,frag740,419,,
batch9,frag77,213,,
batch9,frag74,197,,
batch9,frag790,35,,
batch9,frag911,679,,
batch9,frag77,672,,
batch9,frag773,2,,
batch9,frag820,4,,
batch9,frag735,33,,
batch9,frag739,54,,
batch9,frag774,21,,
batch9,frag902,3,,
batch9,frag740,541,,
batch9,frag930,68,,
batch9,frag907,21,,
batch9,frag861,62,,
batch9,frag820,70,,
batch9,frag911,340,,
batch9,frag74,26,,
batch9,frag791,9,,
batch9,frag84,9,0.0408513047918,0.120937
batch9,frag78,41,,
batch9,frag787,55,,
batch9,frag937,63,,
batch9,frag941,38,,
batch9,frag869,9,,
batch9,frag740,687,,
batch9,frag73,178,,
batch9,frag740,120,,
batch9,frag793,78,,
batch9,frag819,2,,
batch9,frag745,220,,
batch9,frag944,215,,
batch9,frag803,14,,
batch9,frag911,721,,
batch9,frag928,22,,
batch9,frag794,73,,
batch9,frag916,24,0.0738664616582,0.171905
batch9,frag930,1,,
batch9,frag884,18,,
batch9,frag812,6,-0.0926955293838,-0.005291
batch9,frag769,43,,
batch9,frag740,656,,
batch9,frag944,10,,
batch9,frag944,102,,
batch9,frag745,137,,
batch9,frag911,436,,
batch9,frag911,391,,
batch9,frag939,27,0.0181932572931,0.11878
batch9,frag789,11,,
batch9,frag935,40,,
batch9,frag909,7,0.0438216415905,0.119459
batch9,frag740,237,,
batch9,frag746,40,,
batch9,frag740,590,,
batch9,frag809,11,,
batch9,frag77,103,,
batch9,frag922,27,,
batch9,frag792,11,,
batch9,frag740,709,,
batch9,frag778,1,,
batch9,frag74,141,,
batch9,frag785,1,,
batch9,frag90,1,-0.0207553882891,0.028445
batch9,frag912,65,,
batch9,frag92,16,-0.061182792033,0.037798
batch9,frag911,108,,
batch9,frag906,48,,
batch9,frag781,37,-0.0230060524708,0.076964
batch9,frag740,368,,
batch9,frag77,562,,
batch9,frag898,13,,
batch9,frag940,51,0.0198142686611,0.120528
batch9,frag911,569,,
batch9,frag880,1,,
batch9,frag741,7,,
batch9,frag740,22,,
batch9,frag818,14,,
batch9,frag945,79,,
batch9,frag940,80,0.0216960417027,0.122486
batch9,frag783,14,,
batch9,frag77,214,,
batch9,frag942,72,,
batch9,frag865,23,,
batch9,frag876,5,,
batch9,frag934,29,,
batch9,frag788,78,,
batch9,frag74,190,,
batch9,frag790,32,,
batch9,frag773,5,,
batch9,frag797,39,-0.221604365032,-0.120333
batch9,frag938,238,0.0309452091551,0.128544
batch9,frag77,675,,
batch9,frag820,77,,
batch9,frag907,26,,
batch9,frag861,65,,
batch9,frag774,26,,
batch9,frag740,546,,
batch9,frag902,4,,
batch9,frag735,34,,
batch9,frag820,3,,
batch9,frag739,53,,
batch9,frag787,52,,
batch9,frag937,64,,
batch9,frag911,347,,
batch9,frag74,21,,
batch9,frag78,46,,
batch9,frag923,49,,
batch9,frag740,127,,
batch9,frag804,18,,
batch9,frag740,680,,
batch9,frag9,1,-6.75260457257e-05,0.017606
batch9,frag794,74,,
batch9,frag928,25,,
batch9,frag911,726,,
batch9,frag755,8,0.0228391323357,0.093153
batch9,frag803,13,,
batch9,frag952,19,0.0355308847952,0.135921
batch9,frag745,227,,
batch9,frag944,212,,
batch9,frag819,5,,
batch9,frag769,44,,
batch9,frag812,1,-0.0917013572086,-0.005097
batch9,frag930,6,,
batch9,frag916,23,0.0715225866055,0.169581
batch9,frag740,651,,
batch9,frag911,28,,
batch9,frag911,396,,
batch9,frag911,431,,
batch9,frag944,105,,
batch9,frag944,17,,
batch9,frag745,130,,
batch9,frag740,597,,
batch9,frag740,230,,
batch9,frag909,0,0.0440676213469,0.119725
batch9,frag746,47,,
batch9,frag939,20,0.018372854102,0.118947
batch9,frag935,47,,
batch9,frag789,16,,
batch9,frag843,13,,
batch9,frag912,19,,
batch9,frag848,9,,
batch9,frag911,174,,
batch9,frag838,2,,
batch9,frag923,3,,
batch9,frag911,515,,
batch9,frag801,4,,
batch9,frag936,76,,
batch9,frag749,11,,
batch9,frag745,76,,
batch9,frag947,26,,
batch9,frag740,314,,
batch9,frag906,34,,
batch9,frag938,153,0.0311549179509,0.128631
batch9,frag734,26,,
batch9,frag938,182,0.0309451894971,0.128544
batch9,frag77,268,,
batch9,frag77,10,,
batch9,frag938,32,0.0311549488832,0.128632
batch9,frag852,16,,
batch9,frag934,55,,
batch9,frag740,462,,
batch9,frag904,17,,
batch9,frag783,68,,
batch9,frag928,7,,
batch9,frag911,263,,
batch9,frag949,62,,
batch9,frag77,609,,
batch9,frag911,1,,
batch9,frag797,45,-0.218348267559,-0.117426
batch9,frag768,56,,
batch9,frag911,602,,
batch9,frag937,18,,
batch9,frag941,43,,
batch9,frag744,18,,
batch9,frag88,0,0.0264660745596,0.080295
batch9,frag930,13,,
batch9,frag861,19,,
batch9,frag77,330,,
batch9,frag75,0,,
batch9,frag760,0,0.0641927291796,0.149627
batch9,frag77,497,,
batch9,frag735,48,,
batch9,frag73,56,,
batch9,frag861,181,,
batch9,frag898,0,,
batch9,frag834,26,-0.232352696729,-0.130204
batch9,frag911,85,,
batch9,frag73,103,,
batch9,frag923,35,,
batch9,frag865,0,,
batch9,frag947,7,,
batch9,frag877,17,,
batch9,frag911,54,,
batch9,frag950,46,,
batch9,frag769,38,,
batch9,frag921,16,0.031892603147,0.107546
batch9,frag752,2,,
batch9,frag861,150,,
batch9,frag791,20,,
batch9,frag73,214,,
batch9,frag73,87,,
batch9,frag730,60,,
batch9,frag827,9,-0.12156845088,-0.022706
batch9,frag943,60,,
batch9,frag77,446,,
batch9,frag853,78,,
batch9,frag83,4,0.0400790320111,0.120032
batch9,frag796,4,-0.0716020074603,0.052103
batch9,frag857,2,,
batch9,frag944,179,,
batch9,frag815,61,,
batch9,frag911,106,,
batch9,frag92,18,-0.0611828037364,0.037798
batch9,frag795,14,-0.0717166798169,0.052398
batch9,frag740,707,,
batch9,frag834,2,-0.228584554941,-0.126246
batch9,frag873,23,,
batch9,frag916,5,0.0582668381084,0.15593
batch9,frag922,29,,
batch9,frag741,9,,
batch9,frag911,567,,
batch9,frag734,54,,
batch9,frag731,2,-0.0368940342713,0.062577
batch9,frag938,121,0.0311549192494,0.128633
batch9,frag781,39,-0.023006054022,0.076965
batch9,frag906,46,,
batch9,frag938,91,0.0309451870638,0.128544
batch9,frag740,366,,
batch9,frag740,410,,
batch9,frag934,27,,
batch9,frag788,76,,
batch9,frag938,40,0.0328942399019,0.13027
batch9,frag852,64,,
batch9,frag77,62,,
batch9,frag949,10,,
batch9,frag945,77,,
batch9,frag911,211,,
batch9,frag862,26,,
batch9,frag806,0,,
batch9,frag938,236,0.0357512033149,0.133154
batch9,frag797,37,-0.214957186026,-0.114276
batch9,frag830,12,,
batch9,frag911,670,,
batch9,frag768,24,,
batch9,frag78,48,,
batch9,frag84,0,0.0408513047918,0.120937
batch9,frag773,23,,
batch9,frag791,0,,
batch9,frag911,349,,
batch9,frag861,235,,
batch9,frag941,31,,
batch9,frag740,548,,
batch9,frag73,24,,
batch9,frag774,28,,
batch9,frag820,79,,
batch9,frag79,0,-0.0148588945145,0.028987
batch9,frag856,22,,
batch9,frag77,342,,
batch9,frag907,28,,
batch9,frag930,61,,
batch9,frag745,229,,
batch9,frag755,6,0.0228391203692,0.093151
batch9,frag911,728,,
batch9,frag952,17,0.0367777413258,0.137283
batch9,frag894,0,,
batch9,frag834,54,-0.234458631361,-0.132425
batch9,frag869,0,,
batch9,frag77,723,,
batch9,frag793,71,,
batch9,frag740,129,,
batch9,frag73,171,,
batch9,frag923,47,,
batch9,frag804,16,,
batch9,frag950,34,,
batch9,frag911,26,,
batch9,frag862,4,,
batch9,frag940,3,0.0204943964415,0.120988
batch9,frag861,122,,
batch9,frag791,52,,
batch9,frag884,11,,
batch9,frag930,8,,
batch9,frag935,49,,
batch9,frag789,18,,
batch9,frag868,24,,
batch9,frag77,434,,
batch9,frag943,12,,
batch9,frag767,4,,
batch9,frag77,393,,
batch9,frag740,599,,
batch9,frag746,49,,
batch9,frag782,74,-0.0267355196354,0.073524
batch9,frag815,13,,
batch9,frag944,19,,
batch9,frag911,398,,
batch9,frag774,1,,
batch9,frag792,63,,
batch9,frag922,55,,
batch9,frag77,171,,
batch9,frag912,17,,
batch9,frag789,1,,
batch9,frag848,7,,
batch9,frag74,133,,
batch9,frag839,21,,
batch9,frag734,28,,
batch9,frag77,510,,
batch9,frag816,22,,
batch9,frag781,45,-0.0230060537079,0.076964
batch9,frag871,1,,
batch9,frag931,73,,
batch9,frag745,78,,
batch9,frag740,81,,
batch9,frag940,23,0.0198142448823,0.120527
batch9,frag936,78,,
batch9,frag783,66,,
batch9,frag904,19,,
batch9,frag928,9,,
batch9,frag74,224,,
batch9,frag740,50,,
batch9,frag746,3,,
batch9,frag852,18,,
batch9,frag77,266,,
batch9,frag770,12,,
batch9,frag843,3,,
batch9,frag790,40,,
batch9,frag782,5,-0.021325392085,0.078513
batch9,frag768,58,,
batch9,frag77,607,,
batch9,frag739,21,,
batch9,frag740,293,,
batch9,frag735,46,,
batch9,frag73,58,,
batch9,frag740,534,,
batch9,frag774,54,,
batch9,frag861,17,,
batch9,frag907,54,,
batch9,frag77,499,,
batch9,frag911,492,,
batch9,frag78,34,,
batch9,frag744,16,,
batch9,frag911,335,,
batch9,frag74,53,,
batch9,frag937,16,,
batch9,frag787,20,,
batch9,frag745,193,,
batch9,frag767,72,,
