batch,fragname,confname,energy,enthalpy
batch3,frag1981,219,,
batch3,frag1979,74,,
batch3,frag2361,16,,
batch3,frag2289,16,-0.126467614801,-0.038582
batch3,frag2095,3,,
batch3,frag2449,4,,
batch3,frag239,9,,
batch3,frag1972,18,,
batch3,frag2383,1,,
batch3,frag188,15,,
batch3,frag1973,230,,
batch3,frag2031,39,,
batch3,frag2051,5,,
batch3,frag2298,0,0.0131071145576,0.123621
batch3,frag2173,2,,
batch3,frag2400,9,0.0480928300514,0.131815
batch3,frag2442,23,,
batch3,frag2342,72,,
batch3,frag1978,162,,
batch3,frag1802,5,,
batch3,frag2265,0,-0.0767148671309,0.04165
batch3,frag1980,165,,
batch3,frag1982,21,,
batch3,frag2414,51,,
batch3,frag2080,12,,
batch3,frag2032,74,,
batch3,frag2328,7,,
batch3,frag178,205,,
batch3,frag2424,13,,
batch3,frag2026,59,,
batch3,frag2311,1,0.0551340189952,0.108932
batch3,frag1976,4,,
batch3,frag2426,4,-0.0524664653754,0.036901
batch3,frag1965,78,,
batch3,frag2007,3,,
batch3,frag2292,11,,
batch3,frag2251,27,0.0548730883107,0.165504
batch3,frag194,19,,
batch3,frag1965,101,,
batch3,frag226,2,-0.114778606774,-0.073476
batch3,frag18,12,,
batch3,frag2448,21,,
batch3,frag2052,21,,
batch3,frag1993,24,,
batch3,frag178,112,,
batch3,frag1980,0,,
batch3,frag2238,2,,
batch3,frag2212,16,0.0796062527847,0.165999
batch3,frag2104,20,,
batch3,frag2414,6,,
batch3,frag2316,23,,
batch3,frag1866,1,,
batch3,frag2323,3,,
batch3,frag1829,10,-0.159501863675,-0.059148
batch3,frag2360,78,,
batch3,frag1965,216,,
batch3,frag214,0,0.0512099198244,0.132821
batch3,frag2414,80,,
batch3,frag1973,76,,
batch3,frag2117,6,,
batch3,frag2035,1,,
batch3,frag2299,1,0.0134760950627,0.123906
batch3,frag2172,3,-0.0467982786001,0.037157
batch3,frag1965,158,,
batch3,frag2401,8,0.0488832552525,0.132652
batch3,frag1803,4,,
batch3,frag2371,24,-0.0688187186375,0.007743
batch3,frag2264,1,-0.0848721483486,-0.013246
batch3,frag1965,21,,
batch3,frag1989,14,,
batch3,frag2094,2,,
batch3,frag2448,5,,
batch3,frag1978,92,,
batch3,frag178,75,,
batch3,frag2074,34,,
batch3,frag2382,0,,
batch3,frag1787,23,,
batch3,frag2314,59,,
batch3,frag189,22,,
batch3,frag2007,47,,
batch3,frag2140,1,0.0516990527018,0.131177
batch3,frag2256,3,-0.073612314493,0.044446
batch3,frag221,15,,
batch3,frag2443,1,-0.00787088288371,0.077139
batch3,frag1913,1,,
batch3,frag1978,43,,
batch3,frag2360,21,,
batch3,frag2374,4,,
batch3,frag1974,24,,
batch3,frag2288,21,-0.126973412298,-0.03903
batch3,frag1808,0,,
batch3,frag2443,14,-0.0441721128481,0.043234
batch3,frag1994,76,,
batch3,frag1965,189,,
batch3,frag191,3,,
batch3,frag2448,78,0.00864906185947,0.117141
batch3,frag2292,5,,
batch3,frag1867,0,,
batch3,frag2415,7,,
batch3,frag2390,18,,
batch3,frag1945,7,,
batch3,frag2045,18,,
batch3,frag2322,2,-0.0137964057376,0.081974
batch3,frag2329,12,,
batch3,frag1981,240,,
batch3,frag2364,67,,
batch3,frag2425,24,,
batch3,frag1983,16,,
batch3,frag215,1,0.0508278769003,0.132415
batch3,frag2116,7,,
batch3,frag2315,37,,
batch3,frag2034,0,,
batch3,frag2293,26,,
batch3,frag1981,186,,
batch3,frag177,172,,
batch3,frag2250,10,,
batch3,frag1981,1,,
batch3,frag2213,21,0.0785331898546,0.164816
batch3,frag2310,0,,
batch3,frag1794,4,,
batch3,frag1977,5,,
batch3,frag1855,2,,
batch3,frag2232,7,,
batch3,frag2006,2,,
batch3,frag19,25,,
batch3,frag2124,5,,
batch3,frag1981,157,,
batch3,frag227,3,-0.0927212080162,-0.012804
batch3,frag2053,16,,
batch3,frag2453,112,,
batch3,frag2031,60,,
batch3,frag1828,27,-0.16307683789,-0.061794
batch3,frag2317,14,,
batch3,frag2329,6,,
batch3,frag1981,35,,
batch3,frag1882,1,,
batch3,frag2371,58,-0.0688187083321,0.007742
batch3,frag2218,4,,
batch3,frag196,9,,
batch3,frag2210,10,0.0785332161823,0.164817
batch3,frag1804,15,,
batch3,frag1965,124,,
batch3,frag1980,140,,
batch3,frag2074,48,,
batch3,frag180,11,,
batch3,frag2221,2,,
batch3,frag1973,82,,
batch3,frag2434,0,,
batch3,frag1900,20,,
batch3,frag2314,25,,
batch3,frag1964,0,,
batch3,frag1787,1,,
batch3,frag2414,74,,
batch3,frag2418,13,,
batch3,frag2137,0,,
batch3,frag1989,68,,
batch3,frag2032,51,,
batch3,frag1999,0,,
batch3,frag2251,9,0.0548730883106,0.165504
batch3,frag2238,18,,
batch3,frag178,220,,
batch3,frag1965,233,,
batch3,frag2041,22,,
batch3,frag2032,80,,
batch3,frag1980,27,,
batch3,frag1973,53,,
batch3,frag2308,1,,
batch3,frag2117,23,,
batch3,frag1980,191,,
batch3,frag191,14,,
batch3,frag2406,2,0.0832830351245,0.167465
batch3,frag18,37,,
batch3,frag2213,0,0.0792930721232,0.165599
batch3,frag23,19,,
batch3,frag178,137,,
batch3,frag2175,9,,
batch3,frag1847,24,,
batch3,frag2253,21,0.0458159104944,0.128454
batch3,frag206,4,,
batch3,frag2188,9,,
batch3,frag2105,2,,
batch3,frag1889,5,,
batch3,frag2197,2,0.0360040396571,0.115948
batch3,frag2363,10,,
batch3,frag2045,64,,
batch3,frag20,9,,
batch3,frag1981,98,,
batch3,frag182,6,,
batch3,frag2008,11,,
batch3,frag2419,9,,
batch3,frag2425,58,,
batch3,frag2281,0,,
batch3,frag1979,80,,
batch3,frag1978,196,,
batch3,frag1973,102,,
batch3,frag2367,1,,
batch3,frag1900,4,,
batch3,frag2450,4,,
batch3,frag2245,6,,
batch3,frag19,59,,
batch3,frag1829,7,-0.166498105881,-0.06554
batch3,frag2087,7,,
batch3,frag2158,0,,
batch3,frag2342,57,,
batch3,frag2391,5,,
batch3,frag1978,147,,
batch3,frag1979,51,,
batch3,frag2043,1,,
batch3,frag2361,33,,
batch3,frag1981,49,,
batch3,frag177,219,,
batch3,frag189,2,,
batch3,frag2325,8,0.0219149895497,0.096878
batch3,frag177,23,,
batch3,frag188,30,,
batch3,frag1818,19,,
batch3,frag2277,4,,
batch3,frag1810,1,,
batch3,frag1932,6,-0.0507148457657,0.047883
batch3,frag1973,215,,
batch3,frag1803,19,,
batch3,frag2268,8,-0.0738307739838,0.044151
batch3,frag1965,123,,
batch3,frag2218,3,,
batch3,frag2210,17,0.0792930816295,0.1656
batch3,frag1804,12,,
batch3,frag2295,8,-0.0352549242882,0.051017
batch3,frag1787,6,,
batch3,frag2414,73,,
batch3,frag1964,7,,
batch3,frag2418,14,,
batch3,frag2303,2,,
batch3,frag2362,79,,
batch3,frag180,16,,
batch3,frag1900,27,,
batch3,frag2434,7,0.132907689748,0.213544
batch3,frag1973,85,,
batch3,frag2314,22,,
batch3,frag1846,0,,
batch3,frag1980,147,,
batch3,frag2373,9,,
batch3,frag178,227,,
batch3,frag234,1,,
batch3,frag2015,0,,
batch3,frag1999,7,,
batch3,frag2032,56,,
batch3,frag1980,20,,
batch3,frag1965,234,,
batch3,frag1992,3,,
batch3,frag2041,25,,
batch3,frag1978,38,,
batch3,frag1980,196,,
batch3,frag2117,24,,
batch3,frag189,59,,
batch3,frag2308,6,,
batch3,frag1973,54,,
batch3,frag178,130,,
batch3,frag18,30,,
batch3,frag2406,5,0.0844469655852,0.168632
batch3,frag2213,7,0.0796062546383,0.165999
batch3,frag2331,0,,
batch3,frag191,13,,
batch3,frag2105,5,,
batch3,frag1889,2,,
batch3,frag2027,2,,
batch3,frag1804,9,,
batch3,frag206,3,,
batch3,frag1847,23,,
batch3,frag2253,26,0.0444598363856,0.127238
batch3,frag1826,18,-0.162156047461,-0.061518
batch3,frag2038,9,,
batch3,frag2363,17,,
batch3,frag219,8,,
batch3,frag2197,5,0.03956359086,0.119374
batch3,frag182,1,,
batch3,frag2008,16,,
batch3,frag2045,63,,
batch3,frag2342,81,,
batch3,frag1973,105,,
batch3,frag1978,191,,
batch3,frag2420,8,0.0547160674531,0.105172
batch3,frag19,8,,
batch3,frag1793,9,,
batch3,frag2450,3,,
batch3,frag2245,1,,
batch3,frag1900,3,,
batch3,frag2087,0,,
batch3,frag1829,0,-0.162176781415,-0.061512
batch3,frag1978,140,,
batch3,frag2391,2,,
batch3,frag2342,50,,
batch3,frag177,24,,
batch3,frag2207,8,-0.0963693262196,-0.014717
batch3,frag189,5,,
batch3,frag1979,56,,
batch3,frag2361,34,,
batch3,frag2161,1,,
batch3,frag1973,212,,
batch3,frag1932,1,,
batch3,frag2277,3,,
batch3,frag188,37,,
batch3,frag2299,6,0.021894247048,0.132575
batch3,frag2172,4,-0.0439296887805,0.039706
batch3,frag1803,3,,
batch3,frag2371,23,-0.0688187290275,0.007743
batch3,frag1965,26,,
batch3,frag2346,1,,
batch3,frag2448,2,,
batch3,frag1978,95,,
batch3,frag1918,2,,
batch3,frag1989,13,,
batch3,frag1787,24,,
batch3,frag178,72,,
batch3,frag2074,33,,
batch3,frag2062,1,,
batch3,frag2007,40,,
batch3,frag2304,8,-0.0411213754874,0.016533
batch3,frag1973,28,,
batch3,frag243,0,,
batch3,frag189,25,,
batch3,frag2288,26,-0.12759260061,-0.039772
batch3,frag2041,59,,
batch3,frag1978,44,,
batch3,frag2360,26,,
batch3,frag1974,23,,
batch3,frag2374,3,,
batch3,frag2256,4,-0.0759532799377,0.041969
batch3,frag2443,6,,
batch3,frag1831,1,,
batch3,frag221,12,,
batch3,frag1994,71,,
batch3,frag2443,13,-0.0467921272232,0.03809
batch3,frag1808,7,,
batch3,frag2184,0,,
batch3,frag2179,0,,
batch3,frag2292,2,,
batch3,frag2444,18,0.00950506782976,0.119127
batch3,frag191,4,,
batch3,frag2364,60,,
batch3,frag2425,23,,
batch3,frag2329,15,,
batch3,frag1945,0,,
batch3,frag2200,2,-0.0221571680852,0.053622
batch3,frag177,89,,
batch3,frag2415,0,,
batch3,frag2034,7,,
batch3,frag2116,0,,
batch3,frag2315,30,,
batch3,frag1983,11,,
batch3,frag1981,6,,
batch3,frag2250,17,,
batch3,frag177,175,,
batch3,frag1981,181,,
batch3,frag2293,21,,
batch3,frag1973,179,,
batch3,frag1855,5,,
batch3,frag2427,2,,
batch3,frag2232,0,,
batch3,frag2310,7,,
batch3,frag1977,2,0.105583464912,0.201915
batch3,frag1794,3,,
batch3,frag2213,26,0.0786693521905,0.164947
batch3,frag203,18,,
batch3,frag1981,150,,
batch3,frag2053,11,,
batch3,frag227,4,-0.0943625524661,-0.014545
batch3,frag19,22,,
batch3,frag2124,2,,
batch3,frag2006,5,,
batch3,frag2031,67,,
batch3,frag2,0,,
batch3,frag2453,115,,
batch3,frag1891,3,,
batch3,frag1981,32,,
batch3,frag2329,1,,
batch3,frag177,58,,
batch3,frag2317,13,,
batch3,frag2361,48,,
batch3,frag1828,20,-0.165434093466,-0.064474
batch3,frag2295,6,,
batch3,frag2210,19,0.0784767731809,0.16487
batch3,frag196,0,,
batch3,frag2026,75,,
batch3,frag2371,51,-0.0688187156079,0.007743
batch3,frag2268,6,-0.0767149367397,0.041651
batch3,frag1965,54,,
batch3,frag1803,17,,
batch3,frag1999,9,,
batch3,frag2032,58,,
batch3,frag1989,61,,
batch3,frag1914,2,,
batch3,frag178,229,,
batch3,frag2098,5,,
batch3,frag2238,11,,
batch3,frag2373,7,,
batch3,frag2251,0,0.0548730883107,0.165504
batch3,frag2444,2,0.0212225213608,0.131827
batch3,frag1836,5,,
batch3,frag1892,15,-0.161895612854,-0.061296
batch3,frag2074,41,,
batch3,frag1980,149,,
batch3,frag2362,77,,
batch3,frag1787,8,,
batch3,frag1964,9,,
batch3,frag2434,9,,
batch3,frag180,18,,
batch3,frag189,57,,
batch3,frag2308,8,,
batch3,frag1980,198,,
batch3,frag2007,32,,
batch3,frag2385,3,,
batch3,frag2360,54,,
batch3,frag2378,3,,
batch3,frag1978,36,,
batch3,frag2093,1,,
batch3,frag1812,12,,
batch3,frag1804,7,,
batch3,frag2188,0,,
batch3,frag1926,0,,
batch3,frag1965,85,,
batch3,frag2371,80,-0.0688187156073,0.007743
batch3,frag23,10,,
batch3,frag2213,9,0.0796062716155,0.166
batch3,frag2175,0,,
batch3,frag2419,0,,
batch3,frag2008,18,,
batch3,frag1981,91,,
batch3,frag20,0,,
batch3,frag1949,0,,
batch3,frag1981,235,,
batch3,frag2425,51,,
batch3,frag2364,12,,
batch3,frag219,6,,
batch3,frag2315,42,,
batch3,frag2419,74,,
batch3,frag2038,7,,
batch3,frag2363,19,,
batch3,frag1826,16,-0.160414474322,-0.059752
batch3,frag220,0,,
batch3,frag1809,15,,
batch3,frag19,81,,
batch3,frag2001,1,,
batch3,frag1852,1,,
batch3,frag2420,6,,
batch3,frag2317,3,,
batch3,frag1793,7,,
batch3,frag19,6,,
batch3,frag1798,3,,
batch3,frag1986,2,,
batch3,frag2128,2,,
batch3,frag19,50,,
batch3,frag2053,63,,
batch3,frag1981,122,,
batch3,frag2033,3,,
batch3,frag1818,10,,
batch3,frag188,39,,
batch3,frag212,2,-0.0274672561968,0.066368
batch3,frag2031,15,,
batch3,frag1979,58,,
batch3,frag2425,80,,
batch3,frag2325,1,0.0190933027109,0.094091
batch3,frag2207,6,-0.0975278219162,-0.016035
batch3,frag177,210,,
batch3,frag2412,4,,
batch3,frag1981,40,,
batch3,frag2102,1,,
batch3,frag1965,28,,
batch3,frag178,193,,
batch3,frag2299,8,,
batch3,frag2401,1,0.0496235836741,0.133316
batch3,frag2376,26,,
batch3,frag2214,3,0.0301730255252,0.122429
batch3,frag1965,151,,
batch3,frag1951,1,,
batch3,frag1980,135,,
batch3,frag2314,50,,
batch3,frag2032,24,,
batch3,frag1980,83,,
batch3,frag2019,0,,
batch3,frag1780,21,,
batch3,frag238,1,,
batch3,frag2360,28,,
batch3,frag2443,8,,
batch3,frag2041,57,,
batch3,frag2127,14,,
batch3,frag2012,4,,
batch3,frag2130,3,,
batch3,frag1980,52,,
batch3,frag1780,2,,
batch3,frag1963,3,,
batch3,frag2314,81,,
batch3,frag1973,26,,
batch3,frag2304,6,-0.041121393447,0.016535
batch3,frag2226,1,,
batch3,frag2433,3,,
batch3,frag2448,71,0.0206864202676,0.13112
batch3,frag2444,16,,
batch3,frag18,42,,
batch3,frag1965,180,,
batch3,frag178,142,,
batch3,frag1993,74,,
batch3,frag1791,24,,
batch3,frag1980,222,,
batch3,frag1808,9,,
batch3,frag1935,5,,
batch3,frag2352,0,,
batch3,frag179,12,,
batch3,frag2038,26,,
batch3,frag1817,2,0.00878538662627,0.108503
batch3,frag2363,65,,
batch3,frag2034,9,,
batch3,frag1978,225,,
batch3,frag2045,11,,
batch3,frag2390,11,,
batch3,frag177,87,,
batch3,frag2044,2,,
batch3,frag1973,177,,
batch3,frag2080,4,,
batch3,frag2249,1,,
batch3,frag1981,8,,
batch3,frag195,27,,
batch3,frag2250,19,,
batch3,frag1825,0,,
batch3,frag2242,5,,
batch3,frag2360,2,,
batch3,frag2342,22,,
batch3,frag2076,0,,
batch3,frag203,16,,
batch3,frag2054,14,,
batch3,frag1978,132,,
batch3,frag2310,9,,
batch3,frag2286,3,-0.0565320690828,-0.003811
batch3,frag2361,46,,
batch3,frag1979,24,,
batch3,frag177,56,,
batch3,frag188,45,,
batch3,frag178,5,,
batch3,frag2190,1,,
batch3,frag2031,69,,
batch3,frag2359,4,,
batch3,frag201,0,,
batch3,frag2020,1,,
batch3,frag1965,156,,
batch3,frag2401,6,,
batch3,frag1873,1,,
batch3,frag2376,21,,
batch3,frag2214,4,0.0301721115084,0.122425
batch3,frag178,194,,
batch3,frag2438,0,0.0635370598216,0.128641
batch3,frag2314,57,,
batch3,frag1980,132,,
batch3,frag1780,26,,
batch3,frag1980,84,,
batch3,frag1995,0,,
batch3,frag1776,1,,
batch3,frag2032,23,,
batch3,frag2041,81,,
batch3,frag1980,55,,
batch3,frag2041,50,,
batch3,frag2012,3,,
batch3,frag2127,13,,
batch3,frag1965,241,,
batch3,frag233,2,,
batch3,frag2007,49,,
batch3,frag2433,4,,
batch3,frag1963,4,,
batch3,frag1780,5,,
batch3,frag2304,1,-0.0428942952723,0.014827
batch3,frag1973,21,,
batch3,frag1993,73,,
batch3,frag178,145,,
batch3,frag1965,187,,
batch3,frag18,45,,
batch3,frag2448,76,0.00864897266118,0.118098
batch3,frag2444,11,0.0212225213696,0.131827
batch3,frag1994,78,,
batch3,frag1980,225,,
batch3,frag1791,23,,
batch3,frag2315,39,,
batch3,frag2116,9,,
batch3,frag2363,62,,
batch3,frag1978,222,,
batch3,frag2270,0,-0.0311518647694,0.063093
batch3,frag1817,5,0.00878538662653,0.108503
batch3,frag2038,21,,
batch3,frag1983,18,,
batch3,frag1935,2,,
batch3,frag179,15,,
batch3,frag2364,69,,
batch3,frag2044,5,,
batch3,frag2390,16,,
batch3,frag2415,9,,
batch3,frag177,80,,
batch3,frag2045,16,,
batch3,frag1945,9,,
batch3,frag1973,170,,
batch3,frag2396,1,0.0585185613176,0.107938
batch3,frag195,20,,
batch3,frag1981,188,,
batch3,frag2080,3,,
batch3,frag2360,5,,
batch3,frag1907,0,,
batch3,frag2053,18,,
batch3,frag1981,159,,
batch3,frag2242,2,,
batch3,frag1978,135,,
batch3,frag2232,9,,
batch3,frag2054,13,,
batch3,frag203,11,,
batch3,frag2154,0,,
batch3,frag2342,25,,
batch3,frag177,51,,
batch3,frag2329,8,,
batch3,frag185,2,,
batch3,frag2361,41,,
batch3,frag1979,23,,
batch3,frag2359,3,,
batch3,frag188,42,,
batch3,frag178,2,,
batch3,frag196,7,,
batch3,frag2295,1,,
batch3,frag2371,56,-0.0672213619898,0.009453
batch3,frag1965,53,,
batch3,frag2268,1,-0.0738307651685,0.044151
batch3,frag1803,10,,
batch3,frag2183,3,,
batch3,frag2026,72,,
batch3,frag2251,7,,
batch3,frag1836,2,,
batch3,frag2444,5,0.0191025574212,0.129318
batch3,frag1914,5,,
batch3,frag2098,2,,
batch3,frag2238,16,,
batch3,frag2373,0,,
batch3,frag1989,66,,
batch3,frag189,81,,
batch3,frag2362,70,,
batch3,frag2074,46,,
batch3,frag1892,12,-0.167937067545,-0.066777
batch3,frag2065,2,,
batch3,frag2007,35,,
batch3,frag189,50,,
batch3,frag1980,29,,
batch3,frag2360,53,,
batch3,frag2378,4,,
batch3,frag1812,15,,
batch3,frag1978,31,,
batch3,frag1965,82,,
batch3,frag1804,0,,
batch3,frag2188,7,,
batch3,frag2057,0,,
batch3,frag178,139,,
batch3,frag2175,7,,
batch3,frag23,17,,
batch3,frag18,39,,
batch3,frag2425,56,,
batch3,frag2364,15,,
batch3,frag1981,232,,
batch3,frag1981,96,,
batch3,frag20,7,,
batch3,frag2419,7,,
batch3,frag182,8,,
batch3,frag2038,0,,
batch3,frag2419,73,,
batch3,frag1826,11,-0.166498127064,-0.065541
batch3,frag2315,45,,
batch3,frag1896,0,,
batch3,frag219,1,,
batch3,frag1809,12,,
batch3,frag2123,1,,
batch3,frag2245,8,,
batch3,frag2317,4,,
batch3,frag19,1,,
batch3,frag1793,0,,
batch3,frag2420,1,,
batch3,frag2235,3,-0.0709518088549,0.002434
batch3,frag1978,198,,
batch3,frag1978,149,,
batch3,frag2342,59,,
batch3,frag2053,64,,
batch3,frag1829,9,-0.162175525772,-0.061509
batch3,frag1981,125,,
batch3,frag2087,9,,
batch3,frag19,57,,
batch3,frag1986,5,,
batch3,frag212,5,-0.0274673428427,0.066368
batch3,frag2031,12,,
batch3,frag1932,8,,
batch3,frag1818,17,,
batch3,frag2033,4,,
batch3,frag177,217,,
batch3,frag2207,1,-0.0975277790514,-0.016035
batch3,frag1981,47,,
batch3,frag2412,3,0.106142933423,0.19023
batch3,frag2325,6,0.0219149895496,0.096878
batch3,frag1993,46,,
batch3,frag178,170,,
batch3,frag2327,0,,
batch3,frag1862,2,,
batch3,frag2410,5,0.0134299464677,0.088492
batch3,frag2041,9,,
batch3,frag2444,24,,
batch3,frag2448,43,0.0205301372136,0.131308
batch3,frag18,70,,
batch3,frag1812,9,,
batch3,frag210,3,,
batch3,frag2031,2,,
batch3,frag1980,210,,
batch3,frag1791,16,,
batch3,frag2127,26,,
batch3,frag2041,65,,
batch3,frag229,5,,
batch3,frag1980,60,,
batch3,frag1978,78,,
batch3,frag2008,4,,
batch3,frag1979,3,,
batch3,frag2429,3,,
batch3,frag1973,14,,
batch3,frag189,19,,
batch3,frag1787,18,,
batch3,frag2314,62,,
batch3,frag2398,9,,
batch3,frag2414,33,,
batch3,frag2362,39,,
batch3,frag2422,7,0.0177217107859,0.092799
batch3,frag1850,0,,
batch3,frag2237,5,,
batch3,frag2315,2,,
batch3,frag1980,107,,
batch3,frag1791,6,,
batch3,frag1972,7,,
batch3,frag1780,13,,
batch3,frag2003,0,,
batch3,frag2032,16,,
batch3,frag222,1,,
batch3,frag2118,1,0.035754852983,0.134197
batch3,frag1894,6,,
batch3,frag2376,14,,
batch3,frag1965,163,,
batch3,frag1869,6,,
batch3,frag22,1,,
batch3,frag2177,1,,
batch3,frag177,64,,
batch3,frag2211,8,0.0786693051877,0.164948
batch3,frag1979,16,,
batch3,frag2361,74,,
batch3,frag188,77,,
batch3,frag2453,129,,
batch3,frag2261,3,,
batch3,frag1924,1,,
batch3,frag2091,0,,
batch3,frag177,198,,
batch3,frag2054,26,,
batch3,frag1978,100,,
batch3,frag2387,2,,
batch3,frag1973,194,,
batch3,frag2342,10,,
batch3,frag203,24,,
batch3,frag1973,145,,
batch3,frag1785,9,,
batch3,frag2067,4,,
batch3,frag1916,3,,
batch3,frag2371,6,-0.0688187186374,0.007743
batch3,frag195,15,,
batch3,frag177,149,,
batch3,frag2253,1,0.0536761379025,0.137312
batch3,frag1834,4,,
batch3,frag2446,3,-0.0257435465161,0.074759
batch3,frag1778,9,,
batch3,frag1978,217,,
batch3,frag2363,57,,
batch3,frag2348,0,0.0660024866325,0.13797
batch3,frag179,20,,
batch3,frag2038,14,,
batch3,frag194,1,,
batch3,frag2045,23,,
batch3,frag2297,7,,
batch3,frag2390,23,,
batch3,frag2192,0,,
batch3,frag1994,31,,
batch3,frag2209,9,,
batch3,frag23,22,,
batch3,frag2117,18,,
batch3,frag189,65,,
batch3,frag2074,1,,
batch3,frag1973,68,,
batch3,frag1827,1,-0.161549387526,-0.060843
batch3,frag2362,3,,
batch3,frag1965,208,,
batch3,frag2041,19,,
batch3,frag2089,1,0.0385901994589,0.138219
batch3,frag1812,20,,
batch3,frag2360,66,,
batch3,frag1983,9,,
batch3,frag2238,23,,
batch3,frag2082,5,,
batch3,frag1989,53,,
batch3,frag2362,45,,
batch3,frag178,32,,
batch3,frag2074,73,,
batch3,frag1892,27,-0.167937198183,-0.066781
batch3,frag2046,3,,
batch3,frag2036,8,,
batch3,frag1803,25,,
batch3,frag1965,66,,
batch3,frag2371,63,-0.0688187247513,0.007743
batch3,frag1937,4,,
batch3,frag2350,1,,
batch3,frag2026,47,,
batch3,frag1815,3,0.0128753228711,0.112486
batch3,frag2029,3,0.119977491738,0.21903
batch3,frag2031,27,,
batch3,frag1887,3,,
batch3,frag1818,22,,
batch3,frag208,2,,
batch3,frag177,18,,
batch3,frag1981,72,,
batch3,frag177,222,,
batch3,frag1961,2,,
batch3,frag1782,3,,
batch3,frag2224,0,,
batch3,frag1843,5,0.0810890465302,0.181262
batch3,frag2431,2,,
batch3,frag1981,110,,
batch3,frag2132,2,,
batch3,frag2053,51,,
batch3,frag19,62,,
batch3,frag2441,9,,
batch3,frag1809,27,,
batch3,frag177,135,,
batch3,frag2053,80,,
batch3,frag1848,1,,
batch3,frag1973,139,,
batch3,frag2380,8,,
batch3,frag2403,0,-0.0804490794176,-0.001564
batch3,frag1981,207,,
batch3,frag2364,20,,
batch3,frag1953,0,,
batch3,frag2425,63,,
batch3,frag2266,9,-0.0738307579414,0.044151
batch3,frag203,6,,
batch3,frag2315,70,,
batch3,frag1826,24,-0.162535870864,-0.061783
batch3,frag2419,46,,
batch3,frag2100,0,,
batch3,frag1847,18,,
batch3,frag1994,36,,
batch3,frag2448,38,0.01074518362,0.12015
batch3,frag23,25,,
batch3,frag2074,6,,
batch3,frag189,62,,
batch3,frag1812,27,,
batch3,frag2360,61,,
batch3,frag2362,4,,
batch3,frag1905,1,,
batch3,frag2089,6,0.0342638512099,0.133775
batch3,frag1827,6,-0.162346018808,-0.061372
batch3,frag1989,54,,
batch3,frag2082,2,,
batch3,frag2369,0,0.0719446343362,0.144074
batch3,frag2238,24,,
batch3,frag178,35,,
batch3,frag1892,20,-0.165914508497,-0.065118
batch3,frag2074,74,,
batch3,frag2314,19,,
batch3,frag2414,48,,
batch3,frag2394,0,-0.0167227789097,0.023872
batch3,frag2362,42,,
batch3,frag2417,8,,
batch3,frag1947,8,,
batch3,frag1965,118,,
batch3,frag2272,1,-0.0223835105238,0.069607
batch3,frag1815,4,0.012923626291,0.112686
batch3,frag1937,3,,
batch3,frag2350,6,,
batch3,frag2026,40,,
batch3,frag1803,22,,
batch3,frag1965,61,,
batch3,frag2371,64,-0.0672214235669,0.00945
batch3,frag1818,25,,
batch3,frag2031,20,,
batch3,frag1973,229,,
batch3,frag2408,3,0.150448085833,0.201176
batch3,frag1958,3,,
batch3,frag1981,75,,
batch3,frag177,225,,
batch3,frag2431,5,,
batch3,frag1843,2,0.0810890465303,0.181262
batch3,frag2306,0,,
batch3,frag19,65,,
batch3,frag231,3,,
batch3,frag1981,117,,
batch3,frag2053,56,,
batch3,frag1774,0,,
batch3,frag1997,1,,
batch3,frag2139,1,,
batch3,frag177,132,,
batch3,frag1809,20,,
batch3,frag1789,0,,
batch3,frag2045,58,,
batch3,frag2364,27,,
batch3,frag2334,2,,
batch3,frag1953,7,,
batch3,frag2425,64,,
batch3,frag1871,0,-0.115935523549,-0.017383
batch3,frag2403,7,-0.0797322770238,-0.000929
batch3,frag1981,200,,
batch3,frag2022,0,,
batch3,frag1826,23,-0.16649807825,-0.065543
batch3,frag2419,41,,
batch3,frag2315,77,,
batch3,frag203,1,,
batch3,frag18,77,,
batch3,frag2444,23,0.0191025574215,0.129321
batch3,frag2448,44,0.0118073469563,0.121171
batch3,frag2205,0,0.108592341092,0.169888
batch3,frag2410,2,,
batch3,frag1862,5,,
batch3,frag178,177,,
batch3,frag1993,41,,
batch3,frag2327,7,,
batch3,frag2113,2,,
batch3,frag1791,11,,
batch3,frag1980,217,,
batch3,frag2031,5,,
batch3,frag210,4,,
batch3,frag2008,3,,
batch3,frag1974,18,,
batch3,frag1980,67,,
batch3,frag229,2,,
batch3,frag2127,21,,
batch3,frag2041,62,,
batch3,frag1973,13,,
batch3,frag178,98,,
batch3,frag1979,4,,
batch3,frag1980,100,,
batch3,frag178,49,,
batch3,frag2315,5,,
batch3,frag1972,0,,
batch3,frag1791,1,,
batch3,frag2422,0,,
batch3,frag2237,2,,
batch3,frag2414,34,,
batch3,frag2314,65,,
batch3,frag2032,11,,
batch3,frag1989,28,,
batch3,frag2247,9,,
batch3,frag2121,0,,
batch3,frag1780,14,,
batch3,frag2371,18,-0.068818726704,0.007743
batch3,frag2118,6,0.0352128695804,0.134093
batch3,frag1894,1,,
batch3,frag22,6,,
batch3,frag1869,1,,
batch3,frag180,9,,
batch3,frag1965,164,,
batch3,frag2376,13,,
batch3,frag1979,11,,
batch3,frag2361,73,,
batch3,frag2333,8,,
batch3,frag2055,1,,
batch3,frag177,63,,
batch3,frag2177,6,,
batch3,frag2343,3,,
batch3,frag1806,1,,
batch3,frag188,70,,
